code,label,pop,C,P,O,UI_v2,prov
N00002792,,479,60.8,38.8,0.4,56.6,modelled
N00002793,,452,97.1,2.9,0.0,84.0,modelled
N00002794,,551,70.1,26.9,3.0,64.5,modelled
N00002795,,539,83.7,14.3,2.0,74.5,modelled
N00002796,,571,91.1,7.5,1.4,79.9,modelled
N00002797,,551,54.6,42.5,2.9,53.7,modelled
N00002798,,415,49.2,50.4,0.4,48.8,modelled
N00002799,,308,52.3,45.8,1.9,51.6,modelled
N00002800,,406,58.6,37.9,3.5,56.9,modelled
N00002801,,486,75.5,24.3,0.2,68.6,modelled
N00002802,,452,21.2,75.4,3.4,28.6,modelled
N00002803,,506,43.9,52.4,3.7,45.9,modelled
N00002804,,412,76.0,22.8,1.2,69.3,modelled
N00002805,,384,38.8,59.9,1.3,41.2,modelled
N00002806,,495,21.8,75.4,2.8,28.8,modelled
N00002807,,402,35.1,63.9,1.0,38.3,modelled
N00002808,,513,77.4,20.3,2.3,70.8,modelled
N00002809,,491,57.8,41.8,0.4,55.3,modelled
N00002810,,325,77.2,20.9,1.9,70.5,modelled
N00002811,,340,65.0,32.1,2.9,61.6,modelled
N00002812,,397,63.7,35.0,1.3,60.1,modelled
N00002813,,449,91.8,7.8,0.4,81.0,modelled
N00002814,,501,80.0,17.2,2.8,72.9,modelled
N00002815,,327,89.9,6.7,3.4,80.6,modelled
N00002816,,358,39.7,54.5,5.8,43.4,modelled
N00002817,,631,91.9,4.3,3.8,82.2,modelled
N00002818,,465,87.5,6.2,6.3,79.7,modelled
N00002819,,448,87.5,7.1,5.4,79.4,modelled
N00002820,,609,55.5,41.2,3.3,54.5,modelled
N00002821,,457,53.0,44.4,2.6,52.4,modelled
N00002822,,393,76.3,19.8,3.9,70.5,modelled
N00002823,,375,43.2,52.0,4.8,45.7,modelled
N00002824,,372,51.3,47.6,1.1,50.6,modelled
N00002825,,654,69.4,27.2,3.4,65.1,modelled
N00002826,,406,32.3,65.8,1.9,36.5,modelled
N00002827,,360,35.0,59.4,5.6,39.7,modelled
N00002828,,344,37.8,57.0,5.2,41.7,modelled
N00002829,,477,78.2,21.2,0.6,70.8,modelled
N00002830,,451,59.4,36.4,4.2,57.8,modelled
N00002831,,472,58.3,38.3,3.4,56.7,modelled
N00002832,,403,84.4,14.6,1.0,75.6,modelled
N00002833,,390,48.5,47.7,3.8,49.4,modelled
N00002834,,632,53.3,44.8,1.9,52.4,modelled
N00002835,,511,65.4,31.1,3.5,62.1,modelled
N00002836,,444,59.2,37.6,3.2,57.3,modelled
N00002837,,333,24.3,71.2,4.5,31.3,modelled
N00002838,,454,59.3,39.6,1.1,56.7,modelled
N00002839,,367,54.5,44.7,0.8,52.9,modelled
N00002840,,1431,67.1,31.2,1.7,62.8,modelled
N00002841,,519,95.0,4.4,0.6,82.6,modelled
N00002842,,622,94.9,4.8,0.3,82.4,modelled
N00002843,,389,95.6,3.3,1.1,83.2,modelled
N00002844,,413,96.1,3.1,0.8,83.5,modelled
N00002845,,314,94.3,2.5,3.2,82.9,modelled
N00002846,,629,90.5,7.6,1.9,79.6,modelled
N00002847,,644,88.8,10.2,1.0,78.0,modelled
N00002848,,1266,93.0,6.2,0.8,81.1,modelled
N00002849,,217,89.9,6.9,3.2,79.6,modelled
N00002850,,294,94.2,4.1,1.7,82.3,modelled
N00002851,,401,92.3,6.5,1.2,80.7,modelled
N00002852,,307,91.2,4.2,4.6,81.0,modelled
N00002853,,1040,93.5,5.1,1.4,81.7,modelled
N00002854,,474,88.6,9.1,2.3,78.3,modelled
N00002855,,454,18.5,78.6,2.9,25.4,modelled
N00002856,,314,91.7,7.6,0.7,80.1,modelled
N00002857,,521,52.4,45.3,2.3,50.9,modelled
N00002858,,440,62.5,28.4,9.1,61.7,modelled
N00002859,,540,42.8,52.4,4.8,45.4,modelled
N00002860,,368,32.1,59.5,8.4,38.5,modelled
N00002861,,421,46.1,41.1,12.8,50.6,modelled
N00002862,,271,21.4,75.6,3.0,28.6,modelled
N00002863,,329,33.4,64.4,2.2,37.4,modelled
N00002864,,347,38.9,54.2,6.9,43.1,modelled
N00002865,,643,65.5,31.9,2.6,60.9,modelled
N00002866,,482,28.2,67.2,4.6,33.3,modelled
N00002867,,573,79.2,18.7,2.1,71.1,modelled
N00002868,,488,95.3,3.9,0.8,82.9,modelled
N00002869,,402,85.8,12.2,2.0,76.1,modelled
N00002870,,587,81.1,14.5,4.4,74.3,modelled
N00002871,,864,86.9,9.6,3.5,78.4,modelled
N00002872,,313,89.5,7.7,2.8,80.1,modelled
N00002873,,298,80.9,17.1,2.0,73.3,modelled
N00002874,,295,85.1,10.8,4.1,77.2,modelled
N00002875,,1081,16.9,80.2,2.9,25.1,modelled
N00002876,,531,26.0,71.2,2.8,32.0,modelled
N00002877,,297,43.1,49.8,7.1,46.4,modelled
N00002878,,205,23.9,71.2,4.9,31.1,modelled
N00002879,,434,33.4,64.1,2.5,37.5,modelled
N00002880,,438,7.3,87.0,5.7,18.8,modelled
N00002881,,523,11.7,83.7,4.6,21.8,modelled
N00002882,,375,4.5,92.0,3.5,15.9,modelled
N00002883,,478,39.3,59.0,1.7,41.7,modelled
N00002884,,476,26.3,70.2,3.5,32.5,modelled
N00002885,,659,45.8,47.6,6.6,48.3,modelled
N00002886,,823,62.3,32.2,5.5,60.4,modelled
N00002887,,661,28.1,67.6,4.3,34.1,modelled
N00002888,,424,79.7,19.3,1.0,72.1,modelled
N00002889,,324,74.7,21.9,3.4,69.1,modelled
N00002890,,406,47.0,50.0,3.0,48.0,modelled
N00002891,,633,75.8,23.2,1.0,69.1,modelled
N00002892,,500,64.8,34.8,0.4,60.6,modelled
N00002893,,274,73.4,19.7,6.9,69.3,modelled
N00002894,,341,61.9,36.4,1.7,58.8,modelled
N00002895,,502,74.5,18.9,6.6,70.0,modelled
N00002896,,353,26.6,67.7,5.7,33.4,modelled
N00002897,,998,48.2,47.4,4.4,49.3,modelled
N00002898,,302,28.1,66.6,5.3,34.4,modelled
N00002899,,303,7.9,88.4,3.7,18.6,modelled
N00002900,,309,7.4,86.1,6.5,19.1,modelled
N00002901,,277,6.9,92.1,1.0,16.9,modelled
N00002902,,329,88.1,9.4,2.5,78.9,modelled
N00002903,,747,77.8,17.1,5.1,72.0,modelled
N00002904,,422,88.4,7.6,4.0,79.7,modelled
N00002905,,433,88.7,8.8,2.5,79.4,modelled
N00002906,,420,94.5,2.9,2.6,83.8,modelled
N00002907,,634,98.3,1.7,0.0,84.9,modelled
N00002908,,474,93.5,5.7,0.8,81.5,modelled
N00002909,,558,97.1,2.7,0.2,84.0,modelled
N00002910,,716,95.0,4.3,0.7,82.6,modelled
N00002911,,724,92.5,6.6,0.9,80.8,modelled
N00002912,,345,32.5,62.9,4.6,37.5,modelled
N00002913,,309,9.4,89.3,1.3,18.9,modelled
N00002914,,1272,28.5,68.5,3.0,34.0,modelled
N00002915,,217,7.8,90.3,1.9,17.9,modelled
N00002916,,443,9.0,86.7,4.3,19.6,modelled
N00002917,,308,85.4,13.3,1.3,76.5,modelled
N00002918,,339,84.4,10.6,5.0,77.0,modelled
N00002919,,391,92.1,5.6,2.3,81.9,modelled
N00002920,,375,91.7,4.8,3.5,82.0,modelled
N00002921,,309,75.7,22.3,2.0,69.4,modelled
N00002922,,468,85.5,11.5,3.0,77.1,modelled
N00002923,,351,78.1,21.4,0.5,70.7,modelled
N00002924,,386,85.8,11.7,2.5,77.2,modelled
N00002925,,311,89.1,9.0,1.9,79.5,modelled
N00002926,,368,93.2,4.6,2.2,82.7,modelled
N00002927,,390,51.8,46.7,1.5,51.1,modelled
N00002928,,358,40.8,55.6,3.6,43.5,modelled
N00002929,,727,73.9,22.7,3.4,68.5,modelled
N00002930,,416,54.1,44.0,1.9,53.0,modelled
N00002931,,628,54.1,39.2,6.7,54.6,modelled
N00002932,,393,48.6,49.4,2.0,48.8,modelled
N00002933,,522,38.5,57.1,4.4,42.0,modelled
N00002934,,429,79.7,16.6,3.7,73.0,modelled
N00002935,,402,83.8,14.4,1.8,75.4,modelled
N00002936,,395,31.1,66.6,2.3,35.7,modelled
N00002937,,409,52.6,46.5,0.9,51.5,modelled
N00002938,,420,27.4,69.3,3.3,33.2,modelled
N00002939,,411,30.7,65.2,4.1,36.0,modelled
N00002940,,388,68.0,31.2,0.8,63.1,modelled
N00002941,,312,52.2,46.8,1.0,51.2,modelled
N00002942,,427,28.8,68.6,2.6,34.1,modelled
N00002943,,288,50.7,43.8,5.5,51.6,modelled
N00002944,,633,54.0,36.5,9.5,55.4,modelled
N00002945,,378,42.3,54.8,2.9,44.4,modelled
N00002946,,297,71.4,24.9,3.7,66.7,modelled
N00002947,,396,64.6,27.5,7.9,62.9,modelled
N00002948,,345,40.3,55.4,4.3,43.3,modelled
N00002949,,360,65.3,30.8,3.9,62.1,modelled
N00002950,,396,49.5,48.0,2.5,49.7,modelled
N00002951,,231,57.1,40.3,2.6,55.5,modelled
N00002952,,326,42.3,52.5,5.2,45.1,modelled
N00002953,,226,27.9,68.1,4.0,33.8,modelled
N00002954,,639,52.3,43.2,4.5,52.5,modelled
N00002955,,438,35.8,57.3,6.9,40.8,modelled
N00002956,,358,70.1,24.9,5.0,66.1,modelled
N00002957,,378,71.2,26.5,2.3,66.1,modelled
N00002958,,453,79.5,19.6,0.9,71.9,modelled
N00002959,,546,64.5,29.9,5.6,62.1,modelled
N00002960,,350,86.3,12.9,0.8,77.0,modelled
N00002961,,326,77.9,21.5,0.6,70.6,modelled
N00002962,,374,94.7,4.8,0.5,83.3,modelled
N00002963,,368,90.2,5.7,4.1,81.1,modelled
N00002964,,373,79.9,20.1,0,71.9,modelled
N00002965,,311,67.8,29.6,2.6,63.6,modelled
N00002966,,576,78.3,18.2,3.5,71.8,modelled
N00002967,,277,91.7,5.8,2.5,81.7,modelled
N00002968,,279,86.0,11.5,2.5,77.3,modelled
N00002969,,218,72.9,24.3,2.8,67.5,modelled
N00002970,,281,88.6,10.0,1.4,78.9,modelled
N00002971,,365,65.2,29.3,5.5,62.6,modelled
N00002972,,287,82.2,16.0,1.8,74.2,modelled
N00002973,,407,78.4,20.6,1.0,71.1,modelled
N00002974,,324,84.3,15.1,0.6,75.4,modelled
N00002975,,488,71.1,27.0,1.9,65.9,modelled
N00002976,,308,85.7,12.7,1.6,76.8,modelled
N00002977,,410,68.8,29.5,1.7,64.1,modelled
N00002978,,450,86.0,11.8,2.2,77.2,modelled
N00002979,,408,89.0,10.5,0.5,79.0,modelled
N00002980,,398,62.6,35.2,2.2,59.5,modelled
N00002981,,250,73.2,24.0,2.8,67.7,modelled
N00002982,,516,61.8,32.4,5.8,60.1,modelled
N00002983,,320,58.4,38.8,2.8,56.5,modelled
N00002984,,213,75.1,17.8,7.1,70.6,modelled
N00002985,,140,85.0,10.0,5.0,77.4,modelled
N00002986,,382,80.6,15.4,4.0,73.8,modelled
N00002987,,469,84.9,13.4,1.7,76.2,modelled
N00002988,,462,89.8,9.5,0.7,79.6,modelled
N00002989,,500,55.2,42.8,2.0,53.8,modelled
N00002990,,355,36.1,62.8,1.1,39.1,modelled
N00002991,,349,43.3,54.4,2.3,44.9,modelled
N00002992,,495,83.8,15.4,0.8,75.1,modelled
N00002993,,228,81.1,16.2,2.7,73.7,modelled
N00002994,,635,72.8,25.0,2.2,67.2,modelled
N00002995,,691,68.7,27.8,3.5,64.6,modelled
N00002996,,235,75.3,22.6,2.1,69.1,modelled
N00002997,,290,77.2,21.0,1.8,70.4,modelled
N00002998,,256,80.1,17.6,2.3,72.8,modelled
N00002999,,253,78.7,19.4,1.9,71.6,modelled
N00003000,,481,51.4,45.3,3.3,51.4,modelled
N00003001,,265,15.1,84.2,0.7,23.0,modelled
N00003002,,809,62.4,35.1,2.5,59.5,modelled
N00003003,,1353,19.2,77.5,3.3,27.0,modelled
N00003004,,262,28.6,67.6,3.8,34.3,modelled
N00003005,,482,51.2,46.1,2.7,51.1,modelled
N00003006,,440,56.8,40.7,2.5,55.2,modelled
N00003007,,493,53.5,41.8,4.7,53.5,modelled
N00003008,,635,15.1,81.4,3.5,24.0,modelled
N00003009,,513,28.5,67.6,3.9,34.3,modelled
N00003010,,414,28.7,67.6,3.7,34.3,modelled
N00003011,,302,12.3,85.1,2.6,21.6,modelled
N00003012,,393,23.4,72.5,4.1,30.5,modelled
N00003013,,408,31.9,64.7,3.4,36.7,modelled
N00003014,,422,49.5,47.6,2.9,49.8,modelled
N00003015,,394,19.3,78.2,2.5,26.8,modelled
N00003016,,303,23.1,73.3,3.6,30.1,modelled
N00003017,,381,31.2,63.8,5.0,36.7,modelled
N00003018,,239,85.4,13.4,1.2,76.5,modelled
N00003019,,539,85.5,13.4,1.1,76.5,modelled
N00003020,,440,77.7,20.7,1.6,70.8,modelled
N00003021,,383,74.2,22.5,3.3,68.7,modelled
N00003022,,303,63.4,35.3,1.3,59.8,modelled
N00003023,,250,89.6,8.4,2.0,79.9,modelled
N00003024,,426,56.8,41.5,1.7,55.0,modelled
N00003025,,341,37.5,57.8,4.7,41.3,modelled
N00003026,,543,56.2,41.1,2.7,54.8,modelled
N00003027,,436,42.4,53.9,3.7,44.7,modelled
N00003028,,449,17.6,80.4,2.0,25.4,modelled
N00003029,,513,40.9,55.9,3.2,43.4,modelled
N00003030,,380,47.4,50.8,1.8,47.9,modelled
N00003031,,469,50.5,47.1,2.4,50.4,modelled
N00003032,,357,73.4,25.2,1.4,67.4,modelled
N00003033,,450,73.6,25.6,0.8,67.4,modelled
N00003034,,231,87.0,11.7,1.3,77.7,modelled
N00003035,,376,76.6,21.8,1.6,69.9,modelled
N00003036,,345,80.6,18.0,1.4,72.9,modelled
N00003037,,393,79.1,19.3,1.6,71.8,modelled
N00003038,,350,76.6,21.4,2.0,70.1,modelled
N00003039,,314,56.4,36.3,7.3,56.5,modelled
N00003040,,432,55.6,37.0,7.4,56.0,modelled
N00003041,,437,66.1,29.3,4.6,63.0,modelled
N00003042,,254,72.8,24.0,3.2,67.6,modelled
N00003043,,203,51.7,44.3,4.0,51.9,modelled
N00003044,,356,40.2,54.8,5.0,43.5,modelled
N00003045,,785,51.7,41.1,7.2,52.9,modelled
N00003046,,336,74.7,20.2,5.1,69.7,modelled
N00003047,,417,78.7,21.3,0,71.0,modelled
N00003048,,428,65.7,31.1,3.2,62.2,modelled
N00003049,,323,84.8,13.0,2.2,76.3,modelled
N00003050,,342,83.6,15.5,0.9,75.0,modelled
N00003051,,377,99.7,0.0,0.3,87.0,modelled
N00003052,,280,92.9,5.4,1.7,82.3,modelled
N00003053,,231,67.5,29.4,3.1,63.5,modelled
N00003054,,320,55.9,39.4,4.7,55.3,modelled
N00003055,,369,62.9,32.2,4.9,60.6,modelled
N00003056,,337,71.5,23.7,4.8,67.1,modelled
N00003057,,276,50.7,41.7,7.6,52.3,modelled
N00003058,,322,69.3,24.8,5.9,65.8,modelled
N00003059,,315,46.3,48.3,5.4,48.2,modelled
N00003060,,274,21.2,69.3,9.5,30.6,modelled
N00003061,,478,49.6,48.5,1.9,49.6,modelled
N00003062,,437,37.8,61.6,0.6,40.2,modelled
N00003063,,517,68.9,28.6,2.5,64.4,modelled
N00003064,,440,9.1,89.3,1.6,18.8,modelled
N00003065,,341,77.4,21.1,1.5,70.5,modelled
N00003066,,377,57.8,38.5,3.7,56.4,modelled
N00003067,,316,17.1,75.6,7.3,27.6,modelled
N00003068,,189,31.2,64.0,4.8,37.4,modelled
N00003069,,258,24.0,68.2,7.8,33.0,modelled
N00003070,,261,17.2,77.0,5.8,27.1,modelled
N00003071,,247,23.1,69.6,7.3,32.1,modelled
N00003072,,212,37.7,56.1,6.2,42.8,modelled
N00003073,,399,4.3,87.5,8.2,18.2,modelled
N00003074,,487,5.5,86.7,7.8,18.9,modelled
N00003075,,286,4.5,83.6,11.9,19.5,modelled
N00003076,,521,5.0,86.2,8.8,18.9,modelled
N00003077,,366,2.2,91.0,6.8,16.1,modelled
N00003078,,523,5.5,84.7,9.8,19.6,modelled
N00003079,,298,17.8,73.5,8.7,28.6,modelled
N00003080,,234,30.8,65.8,3.4,36.6,modelled
N00003081,,118,27.1,59.3,13.6,37.2,modelled
N00003082,,231,20.8,73.6,5.6,29.8,modelled
N00003083,,215,17.7,71.6,10.7,29.1,modelled
N00003084,,320,52.5,42.5,5.0,53.6,modelled
N00003085,,264,11.0,80.3,8.7,23.4,modelled
N00003086,,250,6.8,88.8,4.4,18.8,modelled
N00003087,,343,35.0,63.0,2.0,39.4,modelled
N00003088,,148,43.2,44.6,12.2,49.0,modelled
N00003089,,310,13.5,77.4,9.1,25.4,modelled
N00003090,,344,24.1,69.2,6.7,32.7,modelled
N00003091,,401,34.7,57.9,7.4,40.9,modelled
N00003092,,235,26.0,67.7,6.3,34.0,modelled
N00003093,,484,32.2,63.8,4.0,37.9,modelled
N00003094,,273,22.3,73.6,4.1,30.4,modelled
N00003095,,301,25.2,66.4,8.4,34.1,modelled
N00003096,,270,28.5,65.2,6.3,35.9,modelled
N00003097,,567,26.8,68.8,4.4,33.9,modelled
N00003098,,747,87.6,10.2,2.2,79.3,modelled
N00003099,,322,59.9,37.6,2.5,58.4,modelled
N00003100,,331,77.3,21.1,1.6,71.3,modelled
N00003101,,301,84.4,14.0,1.6,76.6,modelled
N00003102,,340,65.0,34.1,0.9,61.7,modelled
N00003103,,264,39.4,54.2,6.4,44.1,modelled
N00003104,,254,44.9,49.6,5.5,48.0,modelled
N00003105,,382,37.2,55.8,7.0,42.7,modelled
N00003106,,198,11.1,83.8,5.1,22.3,modelled
N00003107,,202,21.3,69.3,9.4,31.4,modelled
N00003108,,251,29.5,64.1,6.4,36.7,modelled
N00003109,,266,15.8,76.7,7.5,26.6,modelled
N00003110,,221,27.1,63.8,9.1,35.7,modelled
N00003111,,199,19.1,72.9,8.0,29.3,modelled
N00003112,,254,31.5,64.2,4.3,37.5,modelled
N00003113,,264,34.8,61.4,3.8,39.8,modelled
N00003114,,281,25.6,70.5,3.9,32.9,modelled
N00003115,,236,17.8,74.2,8.0,28.3,modelled
N00003116,,313,30.7,65.8,3.5,36.6,modelled
N00003117,,265,40.4,52.8,6.8,45.0,modelled
N00003118,,196,45.4,47.4,7.2,49.0,modelled
N00003119,,251,42.2,49.4,8.4,46.9,modelled
N00003120,,323,32.2,62.8,5.0,38.2,modelled
N00003121,,315,36.2,56.2,7.6,42.1,modelled
N00003122,,253,17.0,75.9,7.1,27.4,modelled
N00003123,,364,56.0,39.8,4.2,56.0,modelled
N00003124,,314,39.8,55.4,4.8,43.9,modelled
N00003125,,292,46.9,51.0,2.1,48.4,modelled
N00003126,,447,24.4,72.0,3.6,31.9,modelled
N00003127,,434,43.8,51.8,4.4,46.8,modelled
N00003128,,283,4.9,88.7,6.4,18.0,modelled
N00003129,,322,5.0,88.2,6.8,18.2,modelled
N00003130,,302,5.0,87.4,7.6,18.5,modelled
N00003131,,823,8.0,82.7,9.3,21.3,modelled
N00003132,,297,13.5,79.5,7.0,24.7,modelled
N00003133,,379,17.7,74.9,7.4,28.0,modelled
N00003134,,298,13.8,77.2,9.0,25.6,modelled
N00003135,,149,27.5,67.1,5.4,34.8,modelled
N00003136,,369,29.8,62.6,7.6,37.3,modelled
N00003137,,320,22.2,72.8,5.0,30.7,modelled
N00003138,,296,12.8,82.8,4.4,23.3,modelled
N00003139,,414,6.3,84.1,9.6,20.1,modelled
N00003140,,330,4.2,85.2,10.6,18.9,modelled
N00003141,,357,3.1,85.2,11.7,18.4,modelled
N00003142,,896,5.6,84.2,10.2,19.8,modelled
N00003143,,293,3.8,78.2,18.0,21.0,modelled
N00003144,,278,4.7,81.3,14.0,20.4,modelled
N00003145,,1350,18.8,70.2,11.0,30.1,modelled
N00003146,,403,35.5,57.8,6.7,41.3,modelled
N00003147,,1029,23.4,70.6,6.0,31.9,modelled
N00003148,,327,25.7,67.9,6.4,33.8,modelled
N00003149,,551,16.3,73.7,10.0,27.9,modelled
N00003150,,368,6.0,85.3,8.7,19.6,modelled
N00003151,,269,7.4,80.7,11.9,21.7,modelled
N00003152,,399,12.0,84.2,3.8,22.5,modelled
N00003153,,369,3.8,89.4,6.8,17.3,modelled
N00003154,,365,10.1,86.3,3.6,21.0,modelled
N00003155,,249,29.3,66.3,4.4,35.8,modelled
N00003156,,232,22.0,68.1,9.9,32.1,modelled
N00003157,,237,42.6,49.8,7.6,47.0,modelled
N00003158,,228,43.4,51.8,4.8,46.6,modelled
N00003159,,410,25.1,68.0,6.9,33.5,modelled
N00003160,,237,36.7,54.4,8.9,42.9,modelled
N00003161,,1523,41.0,55.2,3.8,43.7,modelled
N00003162,,968,41.7,54.8,3.5,44.1,modelled
N00003163,,462,29.2,67.1,3.7,34.7,modelled
N00003164,,542,41.3,54.1,4.6,44.2,modelled
N00003165,,314,69.1,27.1,3.8,65.0,modelled
N00003166,,558,38.4,59.5,2.1,41.2,modelled
N00003167,,286,21.0,74.8,4.2,28.7,modelled
N00003168,,377,52.8,44.0,3.2,52.5,modelled
N00003169,,331,45.3,52.0,2.7,46.6,modelled
N00003170,,759,61.1,37.0,1.9,58.3,modelled
N00003171,,284,67.3,31.3,1.4,62.8,modelled
N00003172,,245,61.6,34.3,4.1,59.4,modelled
N00003173,,302,61.6,36.1,2.3,58.8,modelled
N00003174,,233,73.4,24.5,2.1,67.7,modelled
N00003175,,358,59.8,36.9,3.3,57.8,modelled
N00003176,,478,95.2,3.1,1.7,84.1,modelled
N00003177,,673,95.8,2.7,1.5,84.5,modelled
N00003178,,328,97.0,3.0,0.0,84.9,modelled
N00003179,,543,91.3,7.4,1.3,81.0,modelled
N00003180,,240,34.2,63.3,2.5,38.1,modelled
N00003181,,307,45.9,49.8,4.3,47.6,modelled
N00003182,,297,36.7,62.0,1.3,39.6,modelled
N00003183,,431,46.6,48.3,5.1,48.4,modelled
N00003184,,326,39.0,51.8,9.2,44.0,modelled
N00003185,,250,38.4,56.8,4.8,42.1,modelled
N00003186,,300,26.7,63.0,10.3,35.1,modelled
N00003187,,336,44.6,49.7,5.7,47.1,modelled
N00003188,,612,85.5,12.6,1.9,76.8,modelled
N00003189,,407,92.9,6.1,1.0,82.1,modelled
N00003190,,409,76.8,23.0,0.2,69.6,modelled
N00003191,,368,90.2,9.8,0,79.7,modelled
N00003192,,410,92.0,7.8,0.2,81.1,modelled
N00003193,,378,30.2,66.1,3.7,35.5,modelled
N00003194,,426,62.4,35.9,1.7,59.2,modelled
N00003195,,545,80.2,18.5,1.3,72.6,modelled
N00003196,,439,40.1,54.9,5.0,43.4,modelled
N00003197,,347,40.3,54.2,5.5,43.8,modelled
N00003198,,314,48.4,50.6,1.0,48.4,modelled
N00003199,,471,47.3,51.2,1.5,47.7,modelled
N00003200,,399,70.7,25.3,4.0,66.3,modelled
N00003201,,444,78.8,18.7,2.5,71.9,modelled
N00003202,,436,86.2,11.5,2.3,77.5,modelled
N00003203,,356,25.3,70.8,3.9,31.9,modelled
N00003204,,520,94.0,5.4,0.6,82.8,modelled
N00003205,,507,87.0,10.7,2.3,78.1,modelled
N00003206,,318,87.1,12.3,0.6,77.6,modelled
N00003207,,408,82.8,15.9,1.3,74.5,modelled
N00003208,,393,93.9,5.1,1.0,82.9,modelled
N00003209,,1247,56.9,37.8,5.3,56.3,modelled
N00003210,,278,60.1,35.6,4.3,58.4,modelled
N00003211,,266,65.8,30.8,3.4,62.4,modelled
N00003212,,355,47.0,48.5,4.5,48.5,modelled
N00003213,,237,52.7,44.7,2.6,52.2,modelled
N00003214,,219,37.0,60.3,2.7,40.3,modelled
N00003215,,261,47.5,49.0,3.5,48.5,modelled
N00003216,,384,74.0,25.3,0.7,67.7,modelled
N00003217,,325,45.8,51.4,2.8,47.0,modelled
N00003218,,534,26.6,70.4,3.0,32.5,modelled
N00003219,,810,55.2,40.5,4.3,54.6,modelled
N00003220,,354,86.4,11.9,1.7,77.4,modelled
N00003221,,285,30.2,66.7,3.1,35.3,modelled
N00003222,,329,33.1,66.0,0.9,36.8,modelled
N00003223,,290,42.4,53.8,3.8,44.8,modelled
N00003224,,257,34.6,63.8,1.6,38.1,modelled
N00003225,,291,47.8,50.9,1.3,48.0,modelled
N00003226,,269,34.6,63.6,1.8,38.2,modelled
N00003227,,228,18.4,78.1,3.5,26.5,modelled
N00003228,,318,44.3,51.6,4.1,46.3,modelled
N00003229,,217,46.1,49.8,4.1,47.7,modelled
N00003230,,218,47.7,47.7,4.6,49.1,modelled
N00003231,,179,43.6,54.2,2.2,45.2,modelled
N00003232,,480,14.0,83.5,2.5,22.8,modelled
N00003233,,375,15.2,81.9,2.9,23.9,modelled
N00003234,,546,76.4,22.2,1.4,69.7,modelled
N00003235,,568,75.0,23.9,1.1,68.6,modelled
N00003236,,456,97.8,1.8,0.4,85.6,modelled
N00003237,,995,89.1,10.4,0.5,79.1,modelled
N00003238,,569,91.0,9.0,0,80.3,modelled
N00003239,,438,60.7,38.8,0.5,57.5,modelled
N00003240,,792,29.2,65.2,5.6,37.5,modelled
N00003241,,377,9.8,84.1,6.1,23.0,modelled
N00003242,,319,11.0,84.3,4.7,23.4,modelled
N00003243,,444,36.9,59.0,4.1,42.8,modelled
N00003244,,331,13.9,80.7,5.4,25.8,modelled
N00003245,,476,16.6,71.4,12.0,30.1,modelled
N00003246,,810,15.2,75.8,9.0,28.0,modelled
N00003247,,820,31.5,59.9,8.6,40.2,modelled
N00003248,,347,20.2,74.1,5.7,30.7,modelled
N00003249,,412,17.0,71.6,11.4,30.2,modelled
N00003250,,309,6.1,87.1,6.8,20.4,modelled
N00003251,,308,15.3,77.3,7.4,27.6,modelled
N00003252,,346,13.9,68.2,17.9,30.0,modelled
N00003253,,299,13.0,76.3,10.7,26.9,modelled
N00003254,,247,15.4,73.7,10.9,28.8,modelled
N00003255,,354,16.9,73.2,9.9,29.6,modelled
N00003256,,370,8.4,83.8,7.8,22.5,modelled
N00003257,,344,30.5,64.5,5.0,38.3,modelled
N00003258,,547,49.2,45.2,5.6,52.6,modelled
N00003259,,323,22.9,76.2,0.9,31.1,modelled
N00003260,,384,16.4,78.6,5.0,27.6,modelled
N00003261,,456,35.1,59.0,5.9,42.1,modelled
N00003262,,364,6.9,87.9,5.2,20.5,modelled
N00003263,,417,9.4,81.3,9.3,23.7,modelled
N00003264,,418,4.3,90.9,4.8,18.4,modelled
N00003265,,381,8.4,85.6,6.0,21.9,modelled
N00003266,,356,6.7,90.4,2.9,19.5,modelled
N00003267,,408,9.6,82.6,7.8,23.4,modelled
N00003268,,344,23.3,70.1,6.6,33.4,modelled
N00003269,,354,12.7,80.5,6.8,25.4,modelled
N00003270,,330,7.3,89.1,3.6,20.2,modelled
N00003271,,603,13.8,69.0,17.2,29.7,modelled
N00003272,,613,17.3,72.8,9.9,29.9,modelled
N00003273,,832,16.3,72.5,11.2,29.6,modelled
N00003274,,277,16.2,73.3,10.5,29.3,modelled
N00003275,,202,9.4,76.2,14.4,25.4,modelled
N00003276,,557,28.5,60.3,11.2,38.8,modelled
N00003277,,457,16.0,75.3,8.7,28.5,modelled
N00003278,,430,9.3,80.5,10.2,23.9,modelled
N00003279,,239,7.1,82.8,10.1,22.2,modelled
N00003280,,895,33.7,56.2,10.1,42.4,modelled
N00003281,,355,31.3,62.3,6.4,39.3,modelled
N00003282,,2112,16.9,73.0,10.1,29.7,modelled
N00003283,,253,11.9,79.4,8.7,25.4,modelled
N00003284,,284,22.5,61.6,15.9,35.8,modelled
N00003285,,241,16.6,74.3,9.1,29.1,modelled
N00003286,,250,16.4,70.4,13.2,30.3,modelled
N00003287,,257,8.2,83.7,8.1,22.4,modelled
N00003288,,287,9.8,77.0,13.2,25.3,modelled
N00003289,,311,17.0,77.2,5.8,28.3,modelled
N00003290,,499,21.0,68.9,10.1,32.8,modelled
