DZ21,con,catholic_bg_pct,soft,unity,lo90,hi90,band90_width,p_below50,maj_uncert
N20002170,WEST TYRONE,79.7,0.817,66.3,56.4,76.3,19.9,0.004,0.004
N20002171,WEST TYRONE,67.8,0.71,59.6,50.8,68.4,17.6,0.037,0.037
N20002172,WEST TYRONE,72.6,0.753,62.3,53.1,71.6,18.5,0.014,0.014
N20002174,WEST TYRONE,66.2,0.696,58.7,50.1,67.3,17.2,0.049,0.049
N20002175,WEST TYRONE,73.0,0.757,62.5,53.3,71.8,18.5,0.013,0.013
N20002176,WEST TYRONE,71.3,0.742,61.6,52.5,70.7,18.2,0.019,0.019
N20002177,WEST TYRONE,71.4,0.743,61.6,52.5,70.8,18.3,0.018,0.018
N20002178,WEST TYRONE,83.8,0.854,68.7,58.3,79.0,20.7,0.002,0.002
N20002180,WEST TYRONE,45.7,0.511,47.1,40.4,53.8,13.4,0.761,0.239
N20002181,WEST TYRONE,46.3,0.517,47.4,40.7,54.2,13.5,0.733,0.267
N20002182,WEST TYRONE,75.2,0.777,63.8,54.3,73.3,19.0,0.009,0.009
N20002183,WEST TYRONE,88.6,0.897,71.4,60.6,82.2,21.6,0.001,0.001
N20002185,WEST TYRONE,85.4,0.869,69.6,59.1,80.1,21.0,0.001,0.001
N20002188,WEST TYRONE,84.2,0.858,68.9,58.5,79.3,20.8,0.001,0.001
N20002189,WEST TYRONE,60.6,0.645,55.5,47.4,63.6,16.2,0.132,0.132
N20002190,WEST TYRONE,84.8,0.863,69.2,58.8,79.7,20.9,0.001,0.001
N20002192,WEST TYRONE,63.7,0.673,57.3,48.9,65.7,16.8,0.077,0.077
N20002193,WEST TYRONE,78.8,0.809,65.8,56.0,75.7,19.7,0.004,0.004
N20002195,WEST TYRONE,65.0,0.685,58.0,49.5,66.5,17.0,0.061,0.061
N20002196,WEST TYRONE,56.8,0.611,53.4,45.6,61.1,15.5,0.237,0.237
N20002197,WEST TYRONE,31.4,0.382,39.0,33.5,44.5,11.0,1.0,0.0
N20002198,WEST TYRONE,82.1,0.839,67.7,57.5,77.9,20.4,0.002,0.002
N20002199,WEST TYRONE,64.6,0.681,57.8,49.3,66.3,17.0,0.066,0.066
N20002200,WEST TYRONE,10.5,0.194,27.2,23.2,31.1,7.9,1.0,0.0
N20002201,WEST TYRONE,23.7,0.313,34.6,29.8,39.5,9.7,1.0,0.0
N20002202,WEST TYRONE,85.6,0.87,69.7,59.2,80.2,21.0,0.001,0.001
N20002203,WEST TYRONE,91.9,0.927,73.2,62.1,84.4,22.3,0.0,0.0
N20002204,WEST TYRONE,91.2,0.921,72.8,61.8,83.9,22.1,0.0,0.0
N20002205,WEST TYRONE,85.3,0.868,69.5,59.0,80.0,21.0,0.001,0.001
N20002206,WEST TYRONE,24.9,0.324,35.3,30.4,40.3,9.9,1.0,0.0
N20002207,WEST TYRONE,52.7,0.574,51.1,43.7,58.4,14.7,0.407,0.407
N20002208,WEST TYRONE,68.6,0.717,60.1,51.2,68.9,17.7,0.031,0.031
N20002209,WEST TYRONE,33.5,0.401,40.2,34.5,45.8,11.3,0.998,0.002
N20002210,WEST TYRONE,93.6,0.942,74.2,62.9,85.5,22.6,0.0,0.0
N20002211,WEST TYRONE,60.3,0.643,55.4,47.3,63.4,16.1,0.138,0.138
N20002212,WEST TYRONE,84.6,0.861,69.1,58.7,79.5,20.8,0.001,0.001
N20002213,WEST TYRONE,78.7,0.808,65.8,55.9,75.6,19.7,0.004,0.004
N20002214,WEST TYRONE,92.3,0.931,73.5,62.3,84.6,22.3,0.0,0.0
N20002216,WEST TYRONE,77.4,0.797,65.0,55.3,74.8,19.5,0.006,0.006
N20002217,WEST TYRONE,14.5,0.23,29.4,25.2,33.7,8.5,1.0,0.0
N20002218,WEST TYRONE,66.2,0.696,58.7,50.1,67.3,17.2,0.049,0.049
N20002219,WEST TYRONE,81.2,0.831,67.2,57.1,77.3,20.2,0.003,0.003
N20002220,WEST TYRONE,65.9,0.693,58.5,49.9,67.1,17.2,0.052,0.052
N20002221,WEST TYRONE,69.4,0.725,60.5,51.6,69.5,17.9,0.027,0.027
N20002223,WEST TYRONE,93.9,0.945,74.4,63.0,85.7,22.7,0.0,0.0
N20002225,WEST TYRONE,85.8,0.872,69.8,59.3,80.3,21.0,0.001,0.001
N20002230,WEST TYRONE,68.5,0.716,60.0,51.1,68.9,17.8,0.032,0.032
N20002232,WEST TYRONE,60.5,0.644,55.5,47.4,63.6,16.2,0.134,0.134
N20002233,WEST TYRONE,71.8,0.746,61.9,52.7,71.0,18.3,0.017,0.017
N20002234,WEST TYRONE,74.7,0.772,63.5,54.1,73.0,18.9,0.01,0.01
N20002236,WEST TYRONE,75.7,0.781,64.1,54.5,73.6,19.1,0.008,0.008
N20002237,WEST TYRONE,94.3,0.949,74.6,63.2,86.0,22.8,0.0,0.0
N20002238,WEST TYRONE,90.4,0.914,72.4,61.4,83.4,22.0,0.0,0.0
N20002239,WEST TYRONE,86.3,0.877,70.1,59.5,80.7,21.2,0.001,0.001
N20002240,WEST TYRONE,95.3,0.958,75.2,63.7,86.6,22.9,0.0,0.0
N20002242,WEST TYRONE,66.3,0.697,58.8,50.1,67.4,17.3,0.048,0.048
N20002243,WEST TYRONE,75.0,0.775,63.7,54.2,73.2,19.0,0.009,0.009
N20002244,WEST TYRONE,64.1,0.677,57.5,49.1,65.9,16.8,0.072,0.072
N20002245,WEST TYRONE,51.5,0.563,50.4,43.1,57.6,14.5,0.466,0.466
N20002246,WEST TYRONE,30.5,0.374,38.5,33.1,43.9,10.8,1.0,0.0
N20002247,WEST TYRONE,62.1,0.659,56.4,48.1,64.6,16.5,0.102,0.102
N20002248,WEST TYRONE,90.0,0.91,72.2,61.2,83.1,21.9,0.0,0.0
N20002249,WEST TYRONE,46.2,0.516,47.4,40.6,54.1,13.5,0.737,0.263
N20002251,WEST TYRONE,92.0,0.928,73.3,62.2,84.4,22.2,0.0,0.0
N20002252,LAGAN VALLEY,17.6,0.305,31.2,26.4,36.0,9.6,1.0,0.0
N20002253,LAGAN VALLEY,21.9,0.341,33.6,28.5,38.7,10.2,1.0,0.0
N20002254,LAGAN VALLEY,16.3,0.294,30.5,25.8,35.2,9.4,1.0,0.0
N20002255,LAGAN VALLEY,16.5,0.295,30.6,25.9,35.3,9.4,1.0,0.0
N20002256,LAGAN VALLEY,21.1,0.334,33.2,28.1,38.2,10.1,1.0,0.0
N20002257,LAGAN VALLEY,38.2,0.479,42.9,36.5,49.2,12.7,0.967,0.033
N20002258,LAGAN VALLEY,11.6,0.254,27.8,23.4,32.2,8.8,1.0,0.0
N20002259,LAGAN VALLEY,5.9,0.206,24.6,20.5,28.6,8.1,1.0,0.0
N20002260,LAGAN VALLEY,11.1,0.25,27.5,23.2,31.9,8.7,1.0,0.0
N20002261,LAGAN VALLEY,12.8,0.264,28.5,24.0,32.9,8.9,1.0,0.0
N20002262,LAGAN VALLEY,13.9,0.274,29.1,24.6,33.6,9.0,1.0,0.0
N20002263,LAGAN VALLEY,22.4,0.345,33.9,28.8,39.1,10.3,1.0,0.0
N20002264,LAGAN VALLEY,17.8,0.306,31.3,26.5,36.1,9.6,1.0,0.0
N20002265,LAGAN VALLEY,14.8,0.281,29.6,25.0,34.2,9.2,1.0,0.0
N20002266,LAGAN VALLEY,17.7,0.306,31.2,26.4,36.1,9.7,1.0,0.0
N20002267,LAGAN VALLEY,19.8,0.323,32.4,27.5,37.4,9.9,1.0,0.0
N20002268,LAGAN VALLEY,20.2,0.327,32.7,27.7,37.6,9.9,1.0,0.0
N20002269,LAGAN VALLEY,13.4,0.269,28.8,24.3,33.3,9.0,1.0,0.0
N20002270,LAGAN VALLEY,22.2,0.344,33.8,28.7,38.9,10.2,1.0,0.0
N20002271,LAGAN VALLEY,21.9,0.341,33.6,28.5,38.7,10.2,1.0,0.0
N20002272,LAGAN VALLEY,27.7,0.39,36.9,31.4,42.5,11.1,1.0,0.0
N20002273,LAGAN VALLEY,24.0,0.359,34.8,29.5,40.1,10.6,1.0,0.0
N20002274,LAGAN VALLEY,13.6,0.271,28.9,24.4,33.4,9.0,1.0,0.0
N20002275,LAGAN VALLEY,23.9,0.358,34.8,29.5,40.0,10.5,1.0,0.0
N20002276,LAGAN VALLEY,28.2,0.394,37.2,31.6,42.8,11.2,1.0,0.0
N20002278,LAGAN VALLEY,7.7,0.221,25.6,21.4,29.7,8.3,1.0,0.0
N20002279,LAGAN VALLEY,16.1,0.292,30.3,25.7,35.0,9.3,1.0,0.0
N20002280,LAGAN VALLEY,13.5,0.27,28.9,24.4,33.4,9.0,1.0,0.0
N20002281,LAGAN VALLEY,14.7,0.28,29.6,25.0,34.1,9.1,1.0,0.0
N20002282,LAGAN VALLEY,12.6,0.263,28.4,23.9,32.8,8.9,1.0,0.0
N20002283,LAGAN VALLEY,17.2,0.301,31.0,26.2,35.7,9.5,1.0,0.0
N20002284,LAGAN VALLEY,11.0,0.249,27.5,23.1,31.8,8.7,1.0,0.0
N20002285,LAGAN VALLEY,9.1,0.233,26.4,22.1,30.6,8.5,1.0,0.0
N20002286,LAGAN VALLEY,8.7,0.23,26.2,21.9,30.4,8.5,1.0,0.0
N20002288,SOUTH ANTRIM,88.4,0.903,71.3,60.4,82.1,21.7,0.001,0.001
N20002289,SOUTH ANTRIM,60.7,0.67,55.6,47.2,64.0,16.8,0.137,0.137
N20002290,SOUTH ANTRIM,87.8,0.898,70.9,60.1,81.7,21.6,0.001,0.001
N20002291,SOUTH ANTRIM,77.4,0.81,65.0,55.2,74.9,19.7,0.006,0.006
N20002292,SOUTH ANTRIM,89.8,0.914,72.1,61.1,83.1,22.0,0.001,0.001
N20002293,SOUTH ANTRIM,67.8,0.73,59.6,50.6,68.6,18.0,0.04,0.04
N20002294,SOUTH ANTRIM,36.2,0.465,41.7,35.5,48.0,12.5,0.985,0.015
N20002295,SOUTH ANTRIM,63.5,0.694,57.2,48.6,65.8,17.2,0.086,0.086
N20002296,SOUTH ANTRIM,36.5,0.467,41.9,35.6,48.2,12.6,0.983,0.017
N20002297,LAGAN VALLEY,39.5,0.49,43.6,37.1,50.1,13.0,0.947,0.053
N20002298,SOUTH ANTRIM,24.8,0.369,35.3,29.9,40.6,10.7,1.0,0.0
N20002299,LAGAN VALLEY,41.7,0.508,44.8,38.1,51.5,13.4,0.897,0.103
N20002300,LAGAN VALLEY,24.8,0.365,35.3,29.9,40.6,10.7,1.0,0.0
N20002301,LAGAN VALLEY,12.1,0.258,28.1,23.7,32.5,8.8,1.0,0.0
N20002302,LAGAN VALLEY,18.4,0.311,31.6,26.8,36.5,9.7,1.0,0.0
N20002303,LAGAN VALLEY,21.9,0.341,33.6,28.5,38.7,10.2,1.0,0.0
N20002305,LAGAN VALLEY,55.7,0.626,52.8,44.9,60.7,15.8,0.284,0.284
N20002306,LAGAN VALLEY,57.6,0.642,53.8,45.8,61.9,16.1,0.218,0.218
N20002307,LAGAN VALLEY,48.8,0.568,48.9,41.6,56.1,14.5,0.602,0.398
N20002308,LAGAN VALLEY,56.8,0.635,53.4,45.4,61.4,16.0,0.244,0.244
N20002309,LAGAN VALLEY,47.8,0.56,48.3,41.1,55.5,14.4,0.652,0.348
N20002310,LAGAN VALLEY,44.2,0.529,46.2,39.3,53.2,13.9,0.814,0.186
N20002312,LAGAN VALLEY,41.2,0.504,44.5,37.9,51.2,13.3,0.911,0.089
N20002313,LAGAN VALLEY,8.7,0.23,26.2,21.9,30.4,8.5,1.0,0.0
N20002314,LAGAN VALLEY,14.2,0.276,29.3,24.7,33.8,9.1,1.0,0.0
N20002315,LAGAN VALLEY,12.6,0.263,28.4,23.9,32.8,8.9,1.0,0.0
N20002316,LAGAN VALLEY,13.0,0.266,28.6,24.1,33.1,9.0,1.0,0.0
N20002317,LAGAN VALLEY,17.5,0.304,31.1,26.3,35.9,9.6,1.0,0.0
N20002318,LAGAN VALLEY,42.4,0.514,45.2,38.5,52.0,13.5,0.877,0.123
N20002319,LAGAN VALLEY,18.9,0.316,31.9,27.0,36.8,9.8,1.0,0.0
N20002320,LAGAN VALLEY,13.8,0.273,29.0,24.5,33.6,9.1,1.0,0.0
N20002321,LAGAN VALLEY,9.5,0.236,26.6,22.4,30.9,8.5,1.0,0.0
N20002322,LAGAN VALLEY,7.5,0.22,25.5,21.3,29.6,8.3,1.0,0.0
N20002323,LAGAN VALLEY,10.0,0.241,26.9,22.6,31.2,8.6,1.0,0.0
N20002324,LAGAN VALLEY,8.7,0.23,26.2,21.9,30.4,8.5,1.0,0.0
N20002325,LAGAN VALLEY,8.6,0.229,26.1,21.9,30.3,8.4,1.0,0.0
N20002326,LAGAN VALLEY,24.0,0.359,34.8,29.5,40.1,10.6,1.0,0.0
N20002327,LAGAN VALLEY,11.3,0.252,27.6,23.3,32.0,8.7,1.0,0.0
N20002328,LAGAN VALLEY,11.1,0.25,27.5,23.2,31.9,8.7,1.0,0.0
N20002329,LAGAN VALLEY,7.7,0.221,25.6,21.4,29.7,8.3,1.0,0.0
N20002330,LAGAN VALLEY,18.6,0.313,31.8,26.9,36.6,9.7,1.0,0.0
N20002332,LAGAN VALLEY,5.9,0.206,24.6,20.5,28.6,8.1,1.0,0.0
N20002334,LAGAN VALLEY,7.7,0.221,25.6,21.4,29.7,8.3,1.0,0.0
N20002335,LAGAN VALLEY,16.1,0.292,30.3,25.7,35.0,9.3,1.0,0.0
N20002336,LAGAN VALLEY,18.2,0.31,31.5,26.7,36.4,9.7,1.0,0.0
N20002337,LAGAN VALLEY,8.8,0.23,26.2,22.0,30.4,8.4,1.0,0.0
N20002338,LAGAN VALLEY,22.0,0.342,33.7,28.6,38.8,10.2,1.0,0.0
N20002339,LAGAN VALLEY,12.8,0.264,28.5,24.0,32.9,8.9,1.0,0.0
N20002340,LAGAN VALLEY,13.6,0.271,28.9,24.4,33.4,9.0,1.0,0.0
N20002341,LAGAN VALLEY,16.9,0.299,30.8,26.0,35.5,9.5,1.0,0.0
N20002342,LAGAN VALLEY,27.4,0.387,36.7,31.2,42.3,11.1,1.0,0.0
N20002343,LAGAN VALLEY,17.4,0.303,31.1,26.3,35.9,9.6,1.0,0.0
N20002344,LAGAN VALLEY,23.4,0.354,34.5,29.3,39.7,10.4,1.0,0.0
N20002345,LAGAN VALLEY,17.2,0.301,31.0,26.2,35.7,9.5,1.0,0.0
N20002346,LAGAN VALLEY,24.7,0.365,35.2,29.9,40.5,10.6,1.0,0.0
N20002347,LAGAN VALLEY,12.7,0.263,28.4,24.0,32.9,8.9,1.0,0.0
N20002348,LAGAN VALLEY,21.3,0.336,33.3,28.2,38.3,10.1,1.0,0.0
N20002349,LAGAN VALLEY,26.4,0.379,36.2,30.7,41.6,10.9,1.0,0.0
N20002350,LAGAN VALLEY,22.6,0.347,34.0,28.9,39.2,10.3,1.0,0.0
N20002351,LAGAN VALLEY,33.7,0.441,40.3,34.3,46.3,12.0,0.996,0.004
N20002352,LAGAN VALLEY,19.9,0.324,32.5,27.5,37.5,10.0,1.0,0.0
N20002353,LAGAN VALLEY,27.8,0.391,37.0,31.4,42.5,11.1,1.0,0.0
N20002354,LAGAN VALLEY,36.0,0.46,41.6,35.4,47.8,12.4,0.987,0.013
N20002355,LAGAN VALLEY,49.5,0.574,49.2,41.9,56.6,14.7,0.567,0.433
N20002357,LAGAN VALLEY,40.5,0.498,44.2,37.6,50.7,13.1,0.927,0.073
N20002358,LAGAN VALLEY,37.5,0.473,42.5,36.1,48.8,12.7,0.975,0.025
N20002359,LAGAN VALLEY,42.8,0.517,45.5,38.7,52.2,13.5,0.864,0.136
N20002360,LAGAN VALLEY,26.4,0.379,36.2,30.7,41.6,10.9,1.0,0.0
N20002361,LAGAN VALLEY,55.2,0.622,52.5,44.6,60.3,15.7,0.303,0.303
N20002362,LAGAN VALLEY,30.1,0.41,38.3,32.5,44.0,11.5,1.0,0.0
N20002363,LAGAN VALLEY,30.3,0.412,38.4,32.6,44.1,11.5,1.0,0.0
N20002364,LAGAN VALLEY,42.7,0.517,45.4,38.6,52.2,13.6,0.867,0.133
N20002366,LAGAN VALLEY,22.0,0.342,33.7,28.6,38.8,10.2,1.0,0.0
N20002368,LAGAN VALLEY,18.0,0.308,31.4,26.6,36.2,9.6,1.0,0.0
N20002370,LAGAN VALLEY,8.2,0.225,25.9,21.7,30.0,8.3,1.0,0.0
N20002371,LAGAN VALLEY,10.9,0.248,27.4,23.1,31.7,8.6,1.0,0.0
N20002372,LAGAN VALLEY,25.9,0.375,35.9,30.5,41.3,10.8,1.0,0.0
N20002373,LAGAN VALLEY,27.8,0.391,37.0,31.4,42.5,11.1,1.0,0.0
N20002374,LAGAN VALLEY,11.3,0.252,27.6,23.3,32.0,8.7,1.0,0.0
N20002375,LAGAN VALLEY,10.6,0.246,27.2,22.9,31.6,8.7,1.0,0.0
N20002376,LAGAN VALLEY,18.6,0.313,31.8,26.9,36.6,9.7,1.0,0.0
N20002377,LAGAN VALLEY,65.3,0.707,58.2,49.4,66.9,17.5,0.063,0.063
N20002378,LAGAN VALLEY,59.4,0.657,54.9,46.6,63.1,16.5,0.167,0.167
N20002379,LAGAN VALLEY,11.4,0.252,27.7,23.3,32.1,8.8,1.0,0.0
N20002380,LAGAN VALLEY,5.3,0.201,24.2,20.2,28.2,8.0,1.0,0.0
N20002381,LAGAN VALLEY,40.2,0.495,44.0,37.4,50.5,13.1,0.934,0.066
N20002382,LAGAN VALLEY,7.7,0.221,25.6,21.4,29.7,8.3,1.0,0.0
N20002383,LAGAN VALLEY,34.7,0.449,40.9,34.8,47.0,12.2,0.993,0.007
N20002384,LAGAN VALLEY,17.8,0.306,31.3,26.5,36.1,9.6,1.0,0.0
N20002385,LAGAN VALLEY,71.4,0.759,61.6,52.3,70.9,18.6,0.02,0.02
N20002386,LAGAN VALLEY,7.7,0.221,25.6,21.4,29.7,8.3,1.0,0.0
N20002387,LAGAN VALLEY,33.9,0.442,40.4,34.4,46.5,12.1,0.995,0.005
N20002388,LAGAN VALLEY,5.5,0.203,24.3,20.3,28.4,8.1,1.0,0.0
N20002389,LAGAN VALLEY,62.8,0.686,56.8,48.2,65.3,17.1,0.096,0.096
N20002391,LAGAN VALLEY,47.3,0.555,48.0,40.8,55.2,14.4,0.676,0.324
N20002392,LAGAN VALLEY,60.4,0.666,55.4,47.1,63.7,16.6,0.143,0.143
N20002393,LAGAN VALLEY,30.5,0.414,38.5,32.7,44.3,11.6,0.999,0.001
N20002395,LAGAN VALLEY,68.4,0.733,59.9,50.9,69.0,18.1,0.036,0.036
N20002396,LAGAN VALLEY,32.4,0.43,39.6,33.6,45.5,11.9,0.998,0.002
N20002397,LAGAN VALLEY,31.0,0.418,38.8,33.0,44.6,11.6,0.999,0.001
N20002398,LAGAN VALLEY,37.9,0.476,42.7,36.3,49.1,12.8,0.97,0.03
N20002399,LAGAN VALLEY,38.4,0.48,43.0,36.5,49.4,12.9,0.964,0.036
N20002400,LAGAN VALLEY,26.2,0.377,36.1,30.6,41.5,10.9,1.0,0.0
N20002401,LAGAN VALLEY,25.5,0.371,35.7,30.3,41.0,10.7,1.0,0.0
N20002402,LAGAN VALLEY,30.0,0.409,38.2,32.5,43.9,11.4,1.0,0.0
N20002403,LAGAN VALLEY,20.5,0.329,32.8,27.8,37.8,10.0,1.0,0.0
N20002404,LAGAN VALLEY,16.4,0.295,30.5,25.8,35.2,9.4,1.0,0.0
N20002405,LAGAN VALLEY,27.5,0.388,36.8,31.3,42.3,11.0,1.0,0.0
N20002406,LAGAN VALLEY,39.0,0.485,43.3,36.8,49.8,13.0,0.955,0.045
N20002407,LAGAN VALLEY,10.4,0.244,27.1,22.8,31.4,8.6,1.0,0.0
N20002408,LAGAN VALLEY,24.4,0.362,35.0,29.7,40.3,10.6,1.0,0.0
N20002409,LAGAN VALLEY,14.6,0.279,29.5,24.9,34.1,9.2,1.0,0.0
N20002410,LAGAN VALLEY,21.1,0.334,33.2,28.1,38.2,10.1,1.0,0.0
N20002411,LAGAN VALLEY,25.3,0.37,35.5,30.2,40.9,10.7,1.0,0.0
N20002412,LAGAN VALLEY,32.0,0.426,39.3,33.5,45.2,11.7,0.998,0.002
N20002413,LAGAN VALLEY,22.7,0.348,34.1,28.9,39.2,10.3,1.0,0.0
N20002414,LAGAN VALLEY,21.2,0.335,33.2,28.2,38.3,10.1,1.0,0.0
N20002415,LAGAN VALLEY,21.8,0.34,33.6,28.5,38.7,10.2,1.0,0.0
N20002416,LAGAN VALLEY,15.6,0.288,30.1,25.4,34.7,9.3,1.0,0.0
N20002417,LAGAN VALLEY,17.1,0.301,30.9,26.1,35.7,9.6,1.0,0.0
N20002418,LAGAN VALLEY,26.0,0.376,35.9,30.5,41.4,10.9,1.0,0.0
N20002419,LAGAN VALLEY,28.9,0.4,37.6,31.9,43.2,11.3,1.0,0.0
N20002420,LAGAN VALLEY,24.2,0.36,34.9,29.6,40.2,10.6,1.0,0.0
N20002421,LAGAN VALLEY,28.3,0.395,37.2,31.7,42.8,11.1,1.0,0.0
N20002422,LAGAN VALLEY,25.4,0.371,35.6,30.2,41.0,10.8,1.0,0.0
N20002423,LAGAN VALLEY,26.8,0.382,36.4,30.9,41.9,11.0,1.0,0.0
N20002424,LAGAN VALLEY,27.3,0.387,36.7,31.2,42.2,11.0,1.0,0.0
N20002425,LAGAN VALLEY,23.2,0.352,34.4,29.2,39.6,10.4,1.0,0.0
N20002426,LAGAN VALLEY,18.2,0.31,31.5,26.7,36.4,9.7,1.0,0.0
N20002427,LAGAN VALLEY,23.9,0.358,34.8,29.5,40.0,10.5,1.0,0.0
N20002428,LAGAN VALLEY,13.6,0.271,28.9,24.4,33.4,9.0,1.0,0.0
N20002429,LAGAN VALLEY,4.1,0.191,23.6,19.6,27.5,7.9,1.0,0.0
N20002430,LAGAN VALLEY,21.8,0.34,33.6,28.5,38.7,10.2,1.0,0.0
N20002431,LAGAN VALLEY,9.6,0.237,26.7,22.4,30.9,8.5,1.0,0.0
N20002432,LAGAN VALLEY,12.6,0.263,28.4,23.9,32.8,8.9,1.0,0.0
N20002433,LAGAN VALLEY,20.9,0.333,33.1,28.0,38.1,10.1,1.0,0.0
N20002434,LAGAN VALLEY,6.8,0.214,25.1,21.0,29.2,8.2,1.0,0.0
N20002435,LAGAN VALLEY,17.0,0.3,30.9,26.1,35.6,9.5,1.0,0.0
N20002436,LAGAN VALLEY,17.4,0.303,31.1,26.3,35.9,9.6,1.0,0.0
N20002437,LAGAN VALLEY,22.5,0.346,34.0,28.8,39.1,10.3,1.0,0.0
N20002438,LAGAN VALLEY,11.8,0.256,27.9,23.5,32.3,8.8,1.0,0.0
N20002439,LAGAN VALLEY,18.2,0.31,31.5,26.7,36.4,9.7,1.0,0.0
N20002440,LAGAN VALLEY,7.3,0.218,25.4,21.2,29.5,8.3,1.0,0.0
N20002441,LAGAN VALLEY,14.0,0.274,29.2,24.6,33.7,9.1,1.0,0.0
N20002442,LAGAN VALLEY,11.7,0.255,27.9,23.5,32.2,8.7,1.0,0.0
N20002443,LAGAN VALLEY,8.5,0.228,26.0,21.8,30.2,8.4,1.0,0.0
N20002444,LAGAN VALLEY,11.3,0.252,27.6,23.3,32.0,8.7,1.0,0.0
N20002445,LAGAN VALLEY,12.1,0.258,28.1,23.7,32.5,8.8,1.0,0.0
N20002446,LAGAN VALLEY,6.4,0.21,24.9,20.8,28.9,8.1,1.0,0.0
N20002447,LAGAN VALLEY,7.3,0.218,25.4,21.2,29.5,8.3,1.0,0.0
N20002448,LAGAN VALLEY,14.5,0.279,29.4,24.9,34.0,9.1,1.0,0.0
N20002449,LAGAN VALLEY,7.0,0.215,25.2,21.1,29.3,8.2,1.0,0.0
N20002450,LAGAN VALLEY,13.2,0.268,28.7,24.2,33.2,9.0,1.0,0.0
N20002451,LAGAN VALLEY,5.1,0.199,24.1,20.1,28.1,8.0,1.0,0.0
N20002452,LAGAN VALLEY,12.6,0.263,28.4,23.9,32.8,8.9,1.0,0.0
N20002453,LAGAN VALLEY,19.1,0.317,32.0,27.1,36.9,9.8,1.0,0.0
N20002454,LAGAN VALLEY,21.2,0.335,33.2,28.2,38.3,10.1,1.0,0.0
N20002455,SOUTH DOWN,24.8,0.364,35.3,30.0,40.6,10.6,1.0,0.0
N20002456,BELFAST SOUTH,56.9,0.699,53.4,44.8,62.1,17.3,0.258,0.258
N20002457,BELFAST SOUTH,51.4,0.661,50.3,42.1,58.6,16.5,0.474,0.474
N20002458,BELFAST SOUTH,54.0,0.679,51.8,43.3,60.3,17.0,0.364,0.364
N20002459,BELFAST SOUTH,44.5,0.613,46.4,38.7,54.2,15.5,0.776,0.224
N20002460,BELFAST SOUTH,42.8,0.601,45.5,37.8,53.1,15.3,0.835,0.165
N20002461,BELFAST SOUTH,40.1,0.582,43.9,36.5,51.4,14.9,0.91,0.09
N20002462,BELFAST SOUTH,26.5,0.487,36.2,29.7,42.7,13.0,1.0,0.0
N20002463,BELFAST SOUTH,51.7,0.663,50.5,42.2,58.8,16.6,0.461,0.461
N20002464,BELFAST SOUTH,40.3,0.583,44.0,36.6,51.5,14.9,0.905,0.095
N20002465,BELFAST SOUTH,48.6,0.641,48.7,40.7,56.8,16.1,0.601,0.399
N20002466,BELFAST SOUTH,44.8,0.615,46.6,38.8,54.4,15.6,0.764,0.236
N20002467,BELFAST SOUTH,41.8,0.594,44.9,37.3,52.5,15.2,0.866,0.134
N20002468,BELFAST SOUTH,44.6,0.613,46.5,38.7,54.2,15.5,0.772,0.228
N20002469,BELFAST SOUTH,49.5,0.648,49.2,41.1,57.4,16.3,0.56,0.44
N20002470,BELFAST SOUTH,46.7,0.628,47.7,39.7,55.6,15.9,0.686,0.314
N20002471,BELFAST SOUTH,52.0,0.665,50.7,42.4,59.0,16.6,0.448,0.448
N20002472,BELFAST SOUTH,44.8,0.615,46.6,38.8,54.4,15.6,0.764,0.236
N20002473,BELFAST SOUTH,52.3,0.667,50.8,42.5,59.2,16.7,0.435,0.435
N20002474,BELFAST SOUTH,46.4,0.626,47.5,39.6,55.4,15.8,0.699,0.301
N20002475,BELFAST SOUTH,43.1,0.603,45.6,38.0,53.3,15.3,0.826,0.174
N20002476,BELFAST SOUTH,53.6,0.676,51.6,43.1,60.0,16.9,0.38,0.38
N20002477,BELFAST SOUTH,39.7,0.579,43.7,36.3,51.1,14.8,0.918,0.082
N20002478,BELFAST SOUTH,54.2,0.68,51.9,43.4,60.4,17.0,0.356,0.356
N20002479,BELFAST SOUTH,59.2,0.715,54.7,45.9,63.6,17.7,0.19,0.19
N20002480,BELFAST SOUTH,51.3,0.66,50.3,42.0,58.5,16.5,0.479,0.479
N20002481,BELFAST SOUTH,35.5,0.55,41.3,34.2,48.4,14.2,0.977,0.023
N20002482,BELFAST SOUTH,60.9,0.727,55.7,46.7,64.7,18.0,0.149,0.149
N20002483,BELFAST SOUTH,55.7,0.691,52.8,44.2,61.3,17.1,0.299,0.299
N20002484,BELFAST SOUTH,46.0,0.623,47.3,39.4,55.1,15.7,0.716,0.284
N20002485,BELFAST SOUTH,76.7,0.837,64.6,54.5,74.8,20.3,0.009,0.009
N20002486,BELFAST SOUTH,58.0,0.707,54.1,45.3,62.8,17.5,0.224,0.224
N20002487,BELFAST SOUTH,70.5,0.794,61.1,51.4,70.8,19.4,0.03,0.03
N20002488,BELFAST SOUTH,58.1,0.708,54.1,45.4,62.9,17.5,0.221,0.221
N20002490,BELFAST SOUTH,39.1,0.575,43.4,36.0,50.7,14.7,0.93,0.07
N20002491,BELFAST SOUTH,39.8,0.58,43.8,36.3,51.2,14.9,0.916,0.084
N20002492,BELFAST SOUTH,21.1,0.449,33.2,27.1,39.3,12.2,1.0,0.0
N20002493,BELFAST SOUTH,19.6,0.439,32.3,26.3,38.3,12.0,1.0,0.0
