DZ21,con,catholic_bg_pct,p_soft,soft_v11b,soft_v11c,band_v11b,band_v11c
N20001150,BELFAST SOUTH,46.7,0.76,0.628,0.886,15.8,21.4
N20001151,BELFAST SOUTH,47.5,0.76,0.634,0.887,16.0,21.4
N20001152,BELFAST SOUTH,46.1,0.76,0.624,0.884,15.8,21.3
N20001153,BELFAST SOUTH,46.2,0.76,0.625,0.885,15.8,21.3
N20001154,BELFAST SOUTH,49.3,0.76,0.646,0.891,16.2,21.5
N20001155,BELFAST SOUTH,53.7,0.76,0.677,0.901,16.9,21.7
N20001156,BELFAST SOUTH,44.1,0.76,0.61,0.88,15.5,21.2
N20001157,BELFAST SOUTH,48.6,0.76,0.641,0.89,16.1,21.5
N20001158,BELFAST SOUTH,65.8,0.76,0.761,0.927,18.7,22.3
N20001159,BELFAST SOUTH,57.1,0.76,0.701,0.908,17.4,21.9
N20001160,BELFAST SOUTH,61.8,0.76,0.733,0.918,18.1,22.1
N20001161,BELFAST SOUTH,54.4,0.76,0.682,0.902,17.0,21.7
N20001162,BELFAST SOUTH,44.4,0.76,0.612,0.881,15.5,21.3
N20001163,BELFAST SOUTH,51.6,0.76,0.662,0.896,16.6,21.6
N20001164,BELFAST SOUTH,63.9,0.76,0.748,0.923,18.4,22.2
N20001165,BELFAST SOUTH,59.7,0.76,0.719,0.914,17.8,22.0
N20001166,BELFAST SOUTH,68.7,0.76,0.782,0.933,19.1,22.4
N20001167,BELFAST SOUTH,54.8,0.76,0.685,0.903,17.0,21.7
N20001168,BELFAST SOUTH,50.3,0.76,0.653,0.893,16.4,21.5
N20001169,BELFAST SOUTH,56.1,0.76,0.694,0.906,17.2,21.8
N20001170,BELFAST SOUTH,53.0,0.76,0.672,0.899,16.8,21.7
N20001171,BELFAST SOUTH,47.2,0.76,0.632,0.887,15.9,21.4
N20001172,BELFAST SOUTH,40.1,0.76,0.582,0.872,14.9,21.1
N20001173,BELFAST SOUTH,47.7,0.76,0.635,0.888,16.0,21.4
N20001174,BELFAST SOUTH,52.9,0.76,0.671,0.899,16.8,21.7
N20001175,BELFAST SOUTH,46.7,0.76,0.628,0.886,15.8,21.4
N20001176,BELFAST SOUTH,58.7,0.76,0.712,0.911,17.6,21.9
N20001177,BELFAST SOUTH,57.2,0.76,0.701,0.908,17.4,21.9
N20001178,BELFAST SOUTH,48.2,0.76,0.638,0.889,16.1,21.4
N20001179,BELFAST SOUTH,60.0,0.76,0.721,0.914,17.8,22.0
N20001180,BELFAST SOUTH,61.3,0.76,0.73,0.917,18.0,22.1
N20001181,BELFAST SOUTH,56.9,0.76,0.699,0.908,17.3,21.8
N20001182,BELFAST SOUTH,59.6,0.76,0.718,0.913,17.7,22.0
N20001183,BELFAST SOUTH,64.5,0.76,0.752,0.924,18.5,22.2
N20001184,BELFAST SOUTH,74.5,0.76,0.822,0.945,20.0,22.7
N20001185,BELFAST SOUTH,55.7,0.76,0.691,0.905,17.2,21.8
N20001186,BELFAST SOUTH,69.6,0.76,0.788,0.935,19.2,22.4
N20001187,BELFAST SOUTH,57.2,0.76,0.701,0.908,17.4,21.9
N20001188,BELFAST SOUTH,68.8,0.76,0.782,0.933,19.1,22.4
N20001189,BELFAST SOUTH,71.0,0.76,0.798,0.938,19.5,22.5
N20001190,BELFAST SOUTH,91.1,0.76,0.938,0.981,22.5,23.5
N20001191,BELFAST SOUTH,69.8,0.76,0.789,0.935,19.3,22.5
N20001192,BELFAST SOUTH,92.4,0.76,0.947,0.984,22.7,23.5
N20001193,BELFAST SOUTH,74.1,0.76,0.819,0.944,19.9,22.7
N20001194,BELFAST SOUTH,46.2,0.76,0.625,0.885,15.8,21.3
N20001195,BELFAST SOUTH,74.5,0.76,0.822,0.945,20.0,22.7
N20001196,BELFAST SOUTH,60.4,0.76,0.724,0.915,17.9,22.0
N20001197,BELFAST SOUTH,92.6,0.76,0.948,0.984,22.7,23.5
N20001198,BELFAST SOUTH,65.1,0.76,0.756,0.925,18.6,22.2
N20001199,BELFAST SOUTH,57.5,0.76,0.703,0.909,17.4,21.9
N20001200,BELFAST SOUTH,50.3,0.76,0.653,0.893,16.4,21.5
N20001201,BELFAST SOUTH,37.8,0.76,0.566,0.867,14.6,20.9
N20001202,BELFAST SOUTH,69.2,0.76,0.785,0.934,19.2,22.4
N20001203,BELFAST SOUTH,19.1,0.76,0.435,0.826,12.0,20.1
N20001204,BELFAST SOUTH,87.2,0.76,0.911,0.973,21.9,23.3
N20001205,BELFAST SOUTH,30.2,0.76,0.513,0.85,13.5,20.6
N20001206,BELFAST SOUTH,13.6,0.76,0.397,0.815,11.2,19.8
N20001207,BELFAST SOUTH,5.1,0.76,0.338,0.796,10.2,19.4
N20001208,BELFAST SOUTH,3.8,0.76,0.329,0.794,10.0,19.4
N20001209,BELFAST SOUTH,43.2,0.76,0.604,0.878,15.3,21.2
N20001210,BELFAST SOUTH,15.9,0.76,0.413,0.82,11.5,19.9
N20001211,BELFAST SOUTH,14.1,0.76,0.401,0.816,11.3,19.8
N20001212,BELFAST SOUTH,93.0,0.76,0.951,0.985,22.8,23.5
N20001213,BELFAST SOUTH,22.8,0.76,0.461,0.834,12.5,20.2
N20001214,BELFAST SOUTH,36.6,0.76,0.558,0.864,14.4,20.9
N20001215,BELFAST SOUTH,13.1,0.76,0.394,0.814,11.2,19.8
N20001216,BELFAST SOUTH,34.5,0.76,0.543,0.859,14.1,20.8
N20001217,BELFAST SOUTH,31.2,0.76,0.52,0.852,13.6,20.6
N20001218,BELFAST SOUTH,52.7,0.76,0.67,0.899,16.7,21.6
N20001219,BELFAST SOUTH,35.5,0.76,0.55,0.862,14.2,20.8
N20001220,BELFAST SOUTH,19.2,0.76,0.436,0.827,12.0,20.1
N20001221,BELFAST SOUTH,44.1,0.76,0.61,0.88,15.5,21.2
N20001222,BELFAST SOUTH,11.7,0.76,0.384,0.811,11.0,19.7
N20001223,BELFAST SOUTH,13.9,0.76,0.399,0.815,11.3,19.8
N20001224,BELFAST SOUTH,7.8,0.76,0.357,0.802,10.5,19.6
N20001225,BELFAST SOUTH,9.5,0.76,0.368,0.806,10.7,19.6
N20001226,BELFAST SOUTH,44.4,0.76,0.612,0.881,15.5,21.3
N20001227,BELFAST SOUTH,9.8,0.76,0.37,0.807,10.7,19.6
N20001228,BELFAST SOUTH,8.7,0.76,0.363,0.804,10.6,19.6
N20001229,BELFAST SOUTH,9.6,0.76,0.369,0.806,10.7,19.6
N20001230,BELFAST SOUTH,65.5,0.76,0.759,0.926,18.6,22.2
N20001231,LAGAN VALLEY,48.0,0.69,0.561,0.853,14.5,20.6
N20001232,BELFAST SOUTH,22.4,0.76,0.458,0.834,12.4,20.2
N20001233,BELFAST SOUTH,51.1,0.76,0.659,0.895,16.5,21.6
N20001234,LAGAN VALLEY,27.1,0.69,0.385,0.793,11.0,19.4
N20001235,BELFAST WEST,90.6,1.0,0.928,0.995,22.3,23.8
N20001239,BELFAST WEST,92.4,1.0,0.942,0.996,22.6,23.8
N20001240,BELFAST WEST,89.0,1.0,0.916,0.995,22.0,23.8
N20001241,BELFAST WEST,97.0,1.0,0.977,0.999,23.4,23.8
N20001242,BELFAST WEST,91.3,1.0,0.934,0.996,22.4,23.8
N20001246,BELFAST WEST,97.1,1.0,0.978,0.999,23.4,23.8
N20001247,BELFAST WEST,88.5,1.0,0.912,0.994,21.9,23.8
N20001248,BELFAST WEST,91.2,1.0,0.933,0.996,22.4,23.8
N20001249,BELFAST WEST,22.4,1.0,0.408,0.962,11.4,23.0
N20001250,BELFAST WEST,95.2,1.0,0.963,0.998,23.1,23.8
N20001251,BELFAST WEST,94.7,1.0,0.96,0.997,23.0,23.8
N20001252,BELFAST WEST,93.6,1.0,0.951,0.997,22.8,23.8
N20001253,BELFAST WEST,94.2,1.0,0.956,0.997,22.9,23.8
N20001254,BELFAST WEST,77.5,1.0,0.828,0.989,20.1,23.6
N20001255,BELFAST WEST,91.8,1.0,0.937,0.996,22.5,23.8
N20001256,BELFAST WEST,93.5,1.0,0.95,0.997,22.8,23.8
N20001257,BELFAST WEST,96.3,1.0,0.972,0.998,23.3,23.8
N20001258,BELFAST WEST,98.1,1.0,0.986,0.999,23.6,23.9
N20001259,BELFAST WEST,96.4,1.0,0.973,0.998,23.3,23.8
N20001260,BELFAST WEST,91.8,1.0,0.937,0.996,22.5,23.8
N20001261,BELFAST WEST,93.4,1.0,0.95,0.997,22.8,23.8
N20001262,BELFAST WEST,91.9,1.0,0.938,0.996,22.5,23.8
N20001263,BELFAST WEST,93.8,1.0,0.953,0.997,22.8,23.8
N20001264,BELFAST WEST,94.1,1.0,0.955,0.997,22.9,23.8
N20001265,BELFAST WEST,95.1,1.0,0.963,0.998,23.1,23.8
N20001266,BELFAST WEST,93.1,1.0,0.947,0.997,22.7,23.8
N20001267,BELFAST WEST,87.3,1.0,0.903,0.994,21.7,23.7
N20001268,BELFAST WEST,92.9,1.0,0.946,0.997,22.7,23.8
N20001269,BELFAST WEST,90.0,1.0,0.924,0.995,22.2,23.8
N20001270,BELFAST WEST,91.9,1.0,0.938,0.996,22.5,23.8
N20001271,BELFAST WEST,82.8,1.0,0.869,0.992,21.0,23.7
N20001272,BELFAST WEST,93.2,1.0,0.948,0.997,22.7,23.8
N20001273,BELFAST WEST,93.5,1.0,0.95,0.997,22.8,23.8
N20001274,BELFAST WEST,80.1,1.0,0.848,0.99,20.5,23.7
N20001275,BELFAST WEST,65.7,1.0,0.738,0.983,18.2,23.5
N20001276,BELFAST WEST,91.1,1.0,0.932,0.996,22.4,23.8
N20001277,BELFAST WEST,93.2,1.0,0.948,0.997,22.7,23.8
N20001278,BELFAST WEST,90.4,1.0,0.927,0.995,22.3,23.8
N20001279,BELFAST WEST,92.3,1.0,0.941,0.996,22.6,23.8
N20001280,BELFAST WEST,74.1,1.0,0.802,0.987,19.6,23.6
N20001281,BELFAST WEST,78.9,1.0,0.839,0.99,20.3,23.7
N20001282,BELFAST WEST,94.8,1.0,0.96,0.997,23.0,23.8
N20001283,BELFAST WEST,90.8,1.0,0.93,0.996,22.3,23.8
N20001285,BELFAST WEST,65.6,1.0,0.738,0.983,18.2,23.5
N20001286,BELFAST WEST,89.5,1.0,0.92,0.995,22.1,23.8
N20001287,BELFAST WEST,93.5,1.0,0.95,0.997,22.8,23.8
N20001288,BELFAST WEST,95.9,1.0,0.969,0.998,23.2,23.8
N20001289,BELFAST WEST,53.5,1.0,0.645,0.977,16.2,23.4
N20001290,BELFAST WEST,97.0,1.0,0.977,0.999,23.4,23.8
N20001291,BELFAST WEST,94.0,1.0,0.954,0.997,22.9,23.8
N20001292,LAGAN VALLEY,28.0,0.69,0.392,0.796,11.1,19.4
N20001294,LAGAN VALLEY,24.7,0.69,0.365,0.786,10.6,19.2
N20001296,LAGAN VALLEY,30.2,0.69,0.411,0.802,11.5,19.5
N20001297,BELFAST WEST,91.7,1.0,0.937,0.996,22.5,23.8
N20001298,BELFAST WEST,94.1,1.0,0.955,0.997,22.9,23.8
N20001300,BELFAST WEST,90.4,1.0,0.927,0.995,22.3,23.8
N20001301,BELFAST WEST,95.6,1.0,0.966,0.998,23.1,23.8
N20001303,BELFAST WEST,86.1,1.0,0.894,0.993,21.5,23.7
N20001304,BELFAST WEST,88.8,1.0,0.915,0.995,22.0,23.8
N20001305,BELFAST WEST,95.8,1.0,0.968,0.998,23.2,23.8
N20001306,BELFAST WEST,94.1,1.0,0.955,0.997,22.9,23.8
N20001307,BELFAST WEST,73.3,1.0,0.796,0.987,19.4,23.6
N20001308,BELFAST WEST,93.7,1.0,0.952,0.997,22.8,23.8
N20001309,BELFAST WEST,93.6,1.0,0.951,0.997,22.8,23.8
N20001310,BELFAST WEST,92.8,1.0,0.945,0.997,22.7,23.8
N20001311,BELFAST WEST,85.6,1.0,0.89,0.993,21.5,23.7
N20001312,BELFAST WEST,83.1,1.0,0.871,0.992,21.0,23.7
N20001313,BELFAST WEST,94.2,1.0,0.956,0.997,22.9,23.8
N20001314,BELFAST WEST,95.8,1.0,0.968,0.998,23.2,23.8
N20001315,BELFAST WEST,81.5,1.0,0.859,0.991,20.8,23.7
N20001316,BELFAST WEST,91.1,1.0,0.932,0.996,22.4,23.8
N20001318,BELFAST WEST,92.5,1.0,0.943,0.996,22.6,23.8
N20001319,BELFAST WEST,89.3,1.0,0.918,0.995,22.1,23.8
N20001320,BELFAST WEST,93.6,1.0,0.951,0.997,22.8,23.8
N20001321,BELFAST WEST,89.0,1.0,0.916,0.995,22.0,23.8
N20001322,BELFAST WEST,88.8,1.0,0.915,0.995,22.0,23.8
N20001323,BELFAST WEST,95.4,1.0,0.965,0.998,23.1,23.8
N20001324,BELFAST WEST,87.2,1.0,0.902,0.994,21.7,23.7
N20001325,BELFAST WEST,96.4,1.0,0.973,0.998,23.3,23.8
N20001326,BELFAST WEST,96.8,1.0,0.976,0.998,23.3,23.8
N20001327,BELFAST WEST,95.3,1.0,0.964,0.998,23.1,23.8
N20001328,BELFAST WEST,88.3,1.0,0.911,0.994,21.9,23.8
N20001329,BELFAST WEST,93.2,1.0,0.948,0.997,22.7,23.8
N20001330,BELFAST WEST,90.9,1.0,0.931,0.996,22.4,23.8
N20001333,BELFAST WEST,91.8,1.0,0.937,0.996,22.5,23.8
N20001334,BELFAST WEST,95.0,1.0,0.962,0.998,23.0,23.8
N20001335,BELFAST WEST,92.8,1.0,0.945,0.997,22.7,23.8
N20001336,BELFAST WEST,89.5,1.0,0.92,0.995,22.1,23.8
N20001338,BELFAST WEST,87.3,1.0,0.903,0.994,21.7,23.7
N20001339,BELFAST WEST,95.6,1.0,0.966,0.998,23.1,23.8
N20001340,BELFAST WEST,93.3,1.0,0.949,0.997,22.8,23.8
N20001342,BELFAST WEST,94.7,1.0,0.96,0.997,23.0,23.8
N20001343,BELFAST WEST,94.8,1.0,0.96,0.997,23.0,23.8
N20001345,BELFAST WEST,92.3,1.0,0.941,0.996,22.6,23.8
N20001346,BELFAST WEST,91.3,1.0,0.934,0.996,22.4,23.8
N20001347,BELFAST WEST,91.2,1.0,0.933,0.996,22.4,23.8
N20001348,BELFAST WEST,91.8,1.0,0.937,0.996,22.5,23.8
N20001351,BELFAST WEST,93.3,1.0,0.949,0.997,22.8,23.8
N20001352,BELFAST WEST,94.0,1.0,0.954,0.997,22.9,23.8
N20001354,BELFAST WEST,92.1,1.0,0.94,0.996,22.6,23.8
N20001356,BELFAST WEST,96.3,1.0,0.972,0.998,23.3,23.8
N20001358,BELFAST WEST,92.2,1.0,0.94,0.996,22.6,23.8
N20001359,BELFAST WEST,95.3,1.0,0.964,0.998,23.1,23.8
N20001360,BELFAST WEST,94.9,1.0,0.961,0.998,23.0,23.8
N20001361,BELFAST WEST,96.4,1.0,0.973,0.998,23.3,23.8
N20001362,BELFAST WEST,95.0,1.0,0.962,0.998,23.0,23.8
N20001363,BELFAST WEST,95.6,1.0,0.966,0.998,23.1,23.8
N20001365,BELFAST WEST,86.4,1.0,0.896,0.993,21.6,23.7
N20001366,BELFAST WEST,96.0,1.0,0.969,0.998,23.2,23.8
N20001368,BELFAST WEST,91.8,1.0,0.937,0.996,22.5,23.8
N20001370,BELFAST WEST,4.3,1.0,0.27,0.954,9.0,22.9
N20001371,BELFAST NORTH,31.8,0.67,0.458,0.802,12.4,19.5
N20001373,BELFAST NORTH,43.0,0.67,0.547,0.834,14.2,20.3
N20001375,BELFAST NORTH,2.0,0.67,0.221,0.715,8.3,17.7
N20001376,BELFAST WEST,8.1,1.0,0.299,0.955,9.5,22.9
N20001377,BELFAST NORTH,14.9,0.67,0.324,0.753,9.9,18.5
N20001378,BELFAST WEST,12.1,1.0,0.329,0.957,10.0,22.9
N20001379,BELFAST WEST,6.3,1.0,0.285,0.955,9.3,22.9
N20001380,BELFAST WEST,4.8,1.0,0.274,0.954,9.1,22.9
N20001381,BELFAST NORTH,3.7,0.67,0.235,0.72,8.5,17.8
N20001382,BELFAST NORTH,5.3,0.67,0.248,0.725,8.7,17.9
N20001383,BELFAST NORTH,9.0,0.67,0.277,0.736,9.1,18.1
N20001384,BELFAST NORTH,5.2,0.67,0.247,0.725,8.7,17.9
N20001385,BELFAST NORTH,14.6,0.67,0.321,0.752,9.9,18.5
N20001386,BELFAST WEST,6.3,1.0,0.285,0.955,9.3,22.9
N20001388,BELFAST WEST,4.4,1.0,0.271,0.954,9.0,22.9
N20001389,BELFAST WEST,5.6,1.0,0.28,0.954,9.2,22.9
N20001391,BELFAST WEST,3.1,1.0,0.261,0.953,8.9,22.8
N20001392,BELFAST WEST,4.8,1.0,0.274,0.954,9.1,22.9
N20001393,BELFAST NORTH,2.3,0.67,0.224,0.716,8.3,17.7
N20001394,BELFAST NORTH,10.5,0.67,0.289,0.74,9.3,18.2
N20001395,BELFAST NORTH,7.0,0.67,0.261,0.73,8.9,18.0
N20001396,BELFAST WEST,11.1,1.0,0.322,0.957,9.9,22.9
N20001397,BELFAST NORTH,8.9,0.67,0.276,0.735,9.1,18.1
N20001398,BELFAST WEST,6.1,1.0,0.283,0.954,9.2,22.9
N20001399,BELFAST NORTH,3.2,0.67,0.231,0.719,8.4,17.8
N20001400,BELFAST NORTH,11.4,0.67,0.296,0.743,9.4,18.3
N20001401,BELFAST WEST,11.1,1.0,0.322,0.957,9.9,22.9
N20001402,BELFAST WEST,15.0,1.0,0.351,0.959,10.4,23.0
N20001404,BELFAST NORTH,7.5,0.67,0.265,0.731,8.9,18.0
N20001405,BELFAST WEST,3.1,1.0,0.261,0.953,8.9,22.8
N20001406,BELFAST WEST,5.0,1.0,0.275,0.954,9.1,22.9
N20001407,BELFAST WEST,8.5,1.0,0.302,0.956,9.5,22.9
N20001408,BELFAST WEST,5.3,1.0,0.277,0.954,9.1,22.9
N20001409,BELFAST WEST,1.1,1.0,0.245,0.952,8.6,22.8
N20001410,BELFAST WEST,2.0,1.0,0.252,0.952,8.7,22.8
N20001411,BELFAST WEST,6.7,1.0,0.288,0.955,9.3,22.9
N20001412,BELFAST WEST,6.0,1.0,0.283,0.954,9.2,22.9
N20001413,BELFAST NORTH,22.5,0.67,0.384,0.775,11.0,19.0
N20001415,BELFAST WEST,4.1,1.0,0.268,0.953,9.0,22.9
N20001416,BELFAST WEST,4.8,1.0,0.274,0.954,9.1,22.9
N20001418,BELFAST WEST,45.5,1.0,0.584,0.974,14.9,23.3
N20001420,BELFAST WEST,85.4,1.0,0.889,0.993,21.4,23.7
N20001421,BELFAST WEST,70.9,1.0,0.778,0.986,19.0,23.6
N20001422,BELFAST WEST,65.2,1.0,0.734,0.983,18.1,23.5
N20001423,BELFAST WEST,86.6,1.0,0.898,0.993,21.6,23.7
N20001424,BELFAST WEST,9.3,1.0,0.308,0.956,9.6,22.9
N20001425,BELFAST WEST,78.9,1.0,0.839,0.99,20.3,23.7
N20001426,BELFAST WEST,91.6,1.0,0.936,0.996,22.5,23.8
N20001427,BELFAST WEST,90.9,1.0,0.931,0.996,22.4,23.8
N20001428,BELFAST WEST,83.5,1.0,0.874,0.992,21.1,23.7
N20001429,BELFAST WEST,93.5,1.0,0.95,0.997,22.8,23.8
N20001430,BELFAST WEST,80.2,1.0,0.849,0.99,20.6,23.7
N20001431,BELFAST WEST,90.5,1.0,0.928,0.995,22.3,23.8
N20001434,BELFAST WEST,92.0,1.0,0.939,0.996,22.5,23.8
N20001435,BELFAST WEST,80.1,1.0,0.848,0.99,20.5,23.7
N20001437,BELFAST WEST,90.2,1.0,0.925,0.995,22.2,23.8
N20001438,BELFAST WEST,95.2,1.0,0.963,0.998,23.1,23.8
N20001439,BELFAST WEST,82.4,1.0,0.866,0.991,20.9,23.7
N20001441,BELFAST WEST,80.7,1.0,0.853,0.991,20.6,23.7
N20001442,BELFAST WEST,94.9,1.0,0.961,0.998,23.0,23.8
N20001443,BELFAST WEST,88.8,1.0,0.915,0.995,22.0,23.8
N20001444,BELFAST WEST,95.0,1.0,0.962,0.998,23.0,23.8
N20001445,BELFAST WEST,81.5,1.0,0.859,0.991,20.8,23.7
N20001446,EAST LONDONDERRY,30.5,0.4,0.393,0.629,11.2,15.9
N20001447,EAST LONDONDERRY,57.4,0.4,0.628,0.772,15.8,18.9
N20001449,EAST LONDONDERRY,55.1,0.4,0.608,0.76,15.4,18.6
N20001450,EAST LONDONDERRY,58.3,0.4,0.636,0.777,16.0,19.0
N20001451,EAST LONDONDERRY,57.8,0.4,0.631,0.774,15.9,19.0
N20001452,EAST LONDONDERRY,57.7,0.4,0.63,0.774,15.9,18.9
N20001453,EAST LONDONDERRY,68.1,0.4,0.721,0.829,17.8,20.1
N20001456,EAST LONDONDERRY,91.6,0.4,0.927,0.955,22.3,22.9
N20001457,EAST LONDONDERRY,19.0,0.4,0.292,0.567,9.4,14.6
N20001458,EAST LONDONDERRY,63.5,0.4,0.681,0.805,17.0,19.6
N20001460,EAST LONDONDERRY,77.3,0.4,0.802,0.879,19.5,21.2
N20001461,EAST LONDONDERRY,39.2,0.4,0.469,0.675,12.6,16.8
N20001462,EAST LONDONDERRY,85.2,0.4,0.871,0.921,21.0,22.1
N20001465,EAST LONDONDERRY,73.0,0.4,0.764,0.856,18.7,20.7
N20001466,EAST LONDONDERRY,62.7,0.4,0.674,0.801,16.8,19.5
N20001467,EAST LONDONDERRY,8.7,0.4,0.202,0.512,8.0,13.5
N20001470,EAST LONDONDERRY,89.3,0.4,0.907,0.943,21.8,22.6
N20001472,EAST LONDONDERRY,95.1,0.4,0.957,0.974,22.9,23.3
N20001473,EAST LONDONDERRY,93.3,0.4,0.941,0.964,22.6,23.1
N20001474,EAST LONDONDERRY,88.7,0.4,0.901,0.94,21.7,22.5
N20001477,EAST LONDONDERRY,79.3,0.4,0.819,0.889,19.9,21.4
N20001478,EAST LONDONDERRY,83.8,0.4,0.858,0.913,20.8,22.0
N20001480,EAST LONDONDERRY,78.6,0.4,0.813,0.886,19.8,21.4
N20001481,EAST LONDONDERRY,67.7,0.4,0.718,0.827,17.7,20.1
N20001482,EAST LONDONDERRY,52.4,0.4,0.584,0.746,14.9,18.3
N20001484,EAST LONDONDERRY,24.6,0.4,0.341,0.597,10.2,15.2
N20001485,EAST LONDONDERRY,28.9,0.4,0.379,0.62,10.9,15.7
N20001486,EAST LONDONDERRY,45.3,0.4,0.522,0.708,13.7,17.5
N20001487,EAST LONDONDERRY,23.9,0.4,0.335,0.593,10.1,15.1
N20001488,EAST LONDONDERRY,34.6,0.4,0.429,0.65,11.8,16.3
N20001489,EAST LONDONDERRY,33.6,0.4,0.42,0.645,11.7,16.2
N20001490,EAST LONDONDERRY,43.0,0.4,0.502,0.695,13.3,17.3
N20001491,EAST LONDONDERRY,44.3,0.4,0.513,0.702,13.5,17.4
N20001492,EAST LONDONDERRY,50.0,0.4,0.563,0.733,14.5,18.1
N20001494,EAST LONDONDERRY,49.3,0.4,0.557,0.729,14.4,18.0
N20001495,EAST LONDONDERRY,34.2,0.4,0.425,0.648,11.8,16.3
N20001496,EAST LONDONDERRY,70.5,0.4,0.742,0.842,18.3,20.4
N20001497,EAST LONDONDERRY,43.0,0.4,0.502,0.695,13.3,17.3
N20001498,EAST LONDONDERRY,52.9,0.4,0.589,0.748,15.0,18.4
N20001499,EAST LONDONDERRY,36.6,0.4,0.446,0.661,12.2,16.5
N20001501,EAST LONDONDERRY,45.5,0.4,0.524,0.709,13.7,17.5
N20001502,EAST LONDONDERRY,30.0,0.4,0.388,0.626,11.1,15.8
N20001503,EAST LONDONDERRY,43.7,0.4,0.508,0.699,13.4,17.3
N20001504,EAST LONDONDERRY,49.5,0.4,0.559,0.73,14.4,18.0
N20001505,EAST LONDONDERRY,42.6,0.4,0.499,0.693,13.2,17.2
N20001506,EAST LONDONDERRY,37.7,0.4,0.456,0.667,12.4,16.7
N20001508,EAST LONDONDERRY,45.2,0.4,0.521,0.707,13.6,17.5
N20001510,EAST LONDONDERRY,51.5,0.4,0.576,0.741,14.8,18.2
N20001512,EAST LONDONDERRY,88.9,0.4,0.903,0.941,21.7,22.6
N20001513,EAST LONDONDERRY,54.1,0.4,0.599,0.755,15.2,18.5
N20001514,EAST LONDONDERRY,14.4,0.4,0.252,0.542,8.7,14.1
N20001515,EAST LONDONDERRY,17.7,0.4,0.281,0.56,9.2,14.4
N20001516,EAST LONDONDERRY,12.4,0.4,0.235,0.532,8.5,13.9
N20001517,EAST LONDONDERRY,29.0,0.4,0.38,0.62,10.9,15.7
N20001518,EAST LONDONDERRY,19.1,0.4,0.293,0.568,9.4,14.6
N20001519,EAST LONDONDERRY,14.4,0.4,0.252,0.542,8.7,14.1
N20001521,EAST LONDONDERRY,21.3,0.4,0.312,0.579,9.7,14.8
N20001522,EAST LONDONDERRY,9.2,0.4,0.207,0.515,8.1,13.5
N20001523,EAST LONDONDERRY,4.5,0.4,0.166,0.49,7.6,13.0
N20001524,EAST LONDONDERRY,17.9,0.4,0.283,0.561,9.2,14.5
N20001525,EAST LONDONDERRY,17.3,0.4,0.278,0.558,9.1,14.4
N20001526,EAST LONDONDERRY,15.6,0.4,0.263,0.549,8.9,14.2
N20001527,EAST LONDONDERRY,10.8,0.4,0.221,0.523,8.3,13.7
N20001528,EAST LONDONDERRY,7.9,0.4,0.195,0.508,7.9,13.4
N20001529,EAST LONDONDERRY,6.2,0.4,0.181,0.499,7.8,13.2
N20001530,EAST LONDONDERRY,31.7,0.4,0.403,0.635,11.3,16.0
N20001532,EAST LONDONDERRY,77.7,0.4,0.805,0.881,19.6,21.3
N20001533,EAST LONDONDERRY,8.4,0.4,0.2,0.51,8.0,13.4
N20001534,EAST LONDONDERRY,41.4,0.4,0.488,0.687,13.0,17.1
N20001535,EAST LONDONDERRY,14.0,0.4,0.249,0.54,8.7,14.0
N20001536,EAST LONDONDERRY,13.2,0.4,0.242,0.536,8.6,13.9
N20001537,EAST LONDONDERRY,25.3,0.4,0.347,0.601,10.3,15.3
N20001538,EAST LONDONDERRY,80.0,0.4,0.825,0.893,20.1,21.5
N20001539,EAST LONDONDERRY,51.9,0.4,0.58,0.743,14.8,18.3
N20001540,EAST LONDONDERRY,81.9,0.4,0.842,0.903,20.4,21.8
N20001541,EAST LONDONDERRY,77.2,0.4,0.801,0.878,19.5,21.2
N20001542,EAST LONDONDERRY,57.1,0.4,0.625,0.771,15.8,18.9
N20001543,EAST LONDONDERRY,64.6,0.4,0.691,0.811,17.2,19.7
N20001545,EAST LONDONDERRY,77.5,0.4,0.803,0.88,19.6,21.2
N20001546,EAST LONDONDERRY,90.8,0.4,0.92,0.951,22.1,22.8
N20001547,EAST LONDONDERRY,11.1,0.4,0.223,0.525,8.3,13.7
N20001548,EAST LONDONDERRY,32.5,0.4,0.41,0.639,11.5,16.1
N20001549,EAST LONDONDERRY,12.7,0.4,0.237,0.533,8.5,13.9
N20001550,EAST LONDONDERRY,11.9,0.4,0.23,0.529,8.4,13.8
N20001551,EAST LONDONDERRY,19.5,0.4,0.297,0.57,9.5,14.6
N20001552,EAST LONDONDERRY,20.9,0.4,0.309,0.577,9.7,14.8
N20001553,EAST LONDONDERRY,15.7,0.4,0.264,0.549,8.9,14.2
N20001554,EAST LONDONDERRY,15.5,0.4,0.262,0.548,8.9,14.2
N20001555,EAST LONDONDERRY,25.1,0.4,0.346,0.6,10.3,15.3
N20001556,EAST LONDONDERRY,14.8,0.4,0.256,0.545,8.8,14.1
N20001557,EAST LONDONDERRY,22.2,0.4,0.32,0.584,9.9,14.9
N20001558,EAST LONDONDERRY,24.6,0.4,0.341,0.597,10.2,15.2
N20001560,EAST LONDONDERRY,28.0,0.4,0.371,0.615,10.8,15.6
N20001561,EAST LONDONDERRY,21.2,0.4,0.312,0.579,9.7,14.8
N20001562,EAST LONDONDERRY,24.0,0.4,0.336,0.594,10.1,15.1
