DZ21,con,catholic_bg_pct,unity,lo90,hi90
N20002051,FERMANAGH AND SOUTH TYRONE,71.5,57.6,54.3,61.2
N20002052,FERMANAGH AND SOUTH TYRONE,56.5,49.1,46.0,52.5
N20002054,FERMANAGH AND SOUTH TYRONE,88.6,67.3,63.5,71.0
N20002055,FERMANAGH AND SOUTH TYRONE,71.8,57.8,54.4,61.4
N20002056,FERMANAGH AND SOUTH TYRONE,78.0,61.3,57.9,64.9
N20002059,FERMANAGH AND SOUTH TYRONE,84.1,64.7,61.2,68.3
N20002060,FERMANAGH AND SOUTH TYRONE,78.2,61.4,58.0,65.0
N20002061,FERMANAGH AND SOUTH TYRONE,42.6,41.2,38.1,44.4
N20002062,FERMANAGH AND SOUTH TYRONE,68.7,56.0,52.7,59.6
N20002063,FERMANAGH AND SOUTH TYRONE,72.9,58.4,55.0,62.0
N20002064,FERMANAGH AND SOUTH TYRONE,69.1,56.2,52.9,59.8
N20002065,FERMANAGH AND SOUTH TYRONE,30.7,34.5,31.4,37.7
N20002066,FERMANAGH AND SOUTH TYRONE,87.9,66.9,63.2,70.5
N20002067,FERMANAGH AND SOUTH TYRONE,67.1,55.1,51.8,58.7
N20002069,FERMANAGH AND SOUTH TYRONE,64.2,53.5,50.3,57.0
N20002070,FERMANAGH AND SOUTH TYRONE,53.0,47.1,44.0,50.4
N20002071,FERMANAGH AND SOUTH TYRONE,53.8,47.6,44.5,50.9
N20002072,FERMANAGH AND SOUTH TYRONE,57.8,49.8,46.7,53.3
N20002074,FERMANAGH AND SOUTH TYRONE,88.9,67.4,63.7,71.1
N20002077,FERMANAGH AND SOUTH TYRONE,89.8,68.0,64.2,71.7
N20002078,FERMANAGH AND SOUTH TYRONE,74.9,59.5,56.2,63.1
N20002079,FERMANAGH AND SOUTH TYRONE,90.4,68.3,64.5,72.0
N20002081,FERMANAGH AND SOUTH TYRONE,41.5,40.6,37.5,43.8
N20002082,FERMANAGH AND SOUTH TYRONE,13.2,24.6,21.1,28.1
N20002083,FERMANAGH AND SOUTH TYRONE,26.1,31.9,28.8,35.1
N20002084,FERMANAGH AND SOUTH TYRONE,29.7,33.9,30.8,37.2
N20002085,FERMANAGH AND SOUTH TYRONE,58.3,50.1,47.0,53.6
N20002086,FERMANAGH AND SOUTH TYRONE,76.8,60.6,57.2,64.2
N20002087,FERMANAGH AND SOUTH TYRONE,55.1,48.3,45.2,51.6
N20002088,FERMANAGH AND SOUTH TYRONE,66.0,54.5,51.3,58.0
N20002090,FERMANAGH AND SOUTH TYRONE,54.6,48.0,44.9,51.4
N20002091,FERMANAGH AND SOUTH TYRONE,79.9,62.3,58.9,66.0
N20002092,FERMANAGH AND SOUTH TYRONE,59.6,50.9,47.7,54.3
N20002093,FERMANAGH AND SOUTH TYRONE,47.8,44.2,41.1,47.4
N20002094,FERMANAGH AND SOUTH TYRONE,68.9,56.1,52.8,59.7
N20002095,FERMANAGH AND SOUTH TYRONE,87.4,66.6,62.9,70.3
N20002096,FERMANAGH AND SOUTH TYRONE,75.5,59.9,56.5,63.4
N20002097,FERMANAGH AND SOUTH TYRONE,46.7,43.5,40.5,46.7
N20002098,FERMANAGH AND SOUTH TYRONE,66.2,54.6,51.4,58.2
N20002099,FERMANAGH AND SOUTH TYRONE,63.3,52.9,49.8,56.5
N20002100,FERMANAGH AND SOUTH TYRONE,55.3,48.4,45.3,51.8
N20002101,FERMANAGH AND SOUTH TYRONE,69.8,56.6,53.3,60.2
N20002102,FERMANAGH AND SOUTH TYRONE,54.7,48.1,45.0,51.4
N20002103,FERMANAGH AND SOUTH TYRONE,72.3,58.0,54.7,61.6
N20002104,FERMANAGH AND SOUTH TYRONE,63.5,53.1,49.9,56.6
N20002105,FERMANAGH AND SOUTH TYRONE,49.6,45.2,42.1,48.4
N20002106,FERMANAGH AND SOUTH TYRONE,51.8,46.4,43.4,49.7
N20002107,FERMANAGH AND SOUTH TYRONE,56.4,49.0,45.9,52.4
N20002108,FERMANAGH AND SOUTH TYRONE,39.9,39.7,36.6,42.9
N20002109,FERMANAGH AND SOUTH TYRONE,40.2,39.9,36.7,43.1
N20002110,FERMANAGH AND SOUTH TYRONE,26.5,32.1,29.0,35.4
N20002111,FERMANAGH AND SOUTH TYRONE,49.1,44.9,41.8,48.1
N20002112,FERMANAGH AND SOUTH TYRONE,61.2,51.8,48.6,55.2
N20002113,FERMANAGH AND SOUTH TYRONE,54.1,47.7,44.6,51.1
N20002114,FERMANAGH AND SOUTH TYRONE,68.4,55.8,52.6,59.4
N20002116,FERMANAGH AND SOUTH TYRONE,60.1,51.1,48.0,54.6
N20002117,FERMANAGH AND SOUTH TYRONE,11.7,23.7,20.2,27.2
N20002118,FERMANAGH AND SOUTH TYRONE,13.0,24.5,21.0,28.0
N20002119,FERMANAGH AND SOUTH TYRONE,12.6,24.2,20.7,27.7
N20002120,FERMANAGH AND SOUTH TYRONE,32.0,35.2,32.1,38.5
N20002121,FERMANAGH AND SOUTH TYRONE,39.1,39.2,36.1,42.4
N20002122,FERMANAGH AND SOUTH TYRONE,39.1,39.2,36.1,42.4
N20002123,FERMANAGH AND SOUTH TYRONE,26.6,32.2,29.1,35.4
N20002124,FERMANAGH AND SOUTH TYRONE,84.0,64.7,61.2,68.3
N20002125,FERMANAGH AND SOUTH TYRONE,56.8,49.3,46.1,52.7
N20002126,FERMANAGH AND SOUTH TYRONE,23.5,30.4,27.2,33.7
N20002127,FERMANAGH AND SOUTH TYRONE,21.7,29.4,26.2,32.7
N20002129,FERMANAGH AND SOUTH TYRONE,60.4,51.3,48.1,54.8
N20002130,FERMANAGH AND SOUTH TYRONE,26.2,31.9,28.8,35.2
N20002132,FERMANAGH AND SOUTH TYRONE,76.7,60.5,57.2,64.2
N20002133,FERMANAGH AND SOUTH TYRONE,71.7,57.7,54.4,61.3
N20002134,FERMANAGH AND SOUTH TYRONE,77.8,61.2,57.8,64.8
N20002135,FERMANAGH AND SOUTH TYRONE,62.7,52.6,49.4,56.1
N20002136,FERMANAGH AND SOUTH TYRONE,65.2,54.0,50.8,57.6
N20002138,FERMANAGH AND SOUTH TYRONE,77.1,60.8,57.4,64.4
N20002139,FERMANAGH AND SOUTH TYRONE,35.4,37.2,34.0,40.4
N20002142,FERMANAGH AND SOUTH TYRONE,52.5,46.8,43.8,50.1
N20002143,FERMANAGH AND SOUTH TYRONE,8.1,21.7,18.0,25.2
N20002145,FERMANAGH AND SOUTH TYRONE,37.1,38.1,34.9,41.3
N20002146,FERMANAGH AND SOUTH TYRONE,70.1,56.8,53.5,60.4
N20002147,FERMANAGH AND SOUTH TYRONE,29.8,34.0,30.9,37.2
N20002148,FERMANAGH AND SOUTH TYRONE,41.5,40.6,37.5,43.8
N20002149,FERMANAGH AND SOUTH TYRONE,65.9,54.4,51.2,58.0
N20002150,WEST TYRONE,21.5,29.3,26.0,32.6
N20002151,WEST TYRONE,51.3,46.2,43.1,49.4
N20002152,WEST TYRONE,57.7,49.8,46.6,53.2
N20002153,WEST TYRONE,29.4,33.8,30.6,37.0
N20002154,WEST TYRONE,77.4,60.9,57.6,64.6
N20002156,WEST TYRONE,61.8,52.1,48.9,55.6
N20002157,WEST TYRONE,78.6,61.6,58.3,65.2
N20002158,WEST TYRONE,43.3,41.6,38.5,44.8
N20002159,WEST TYRONE,87.7,66.8,63.1,70.4
N20002160,WEST TYRONE,80.1,62.5,59.0,66.1
N20002161,WEST TYRONE,59.5,50.8,47.6,54.2
N20002162,WEST TYRONE,80.4,62.6,59.2,66.2
N20002163,WEST TYRONE,78.1,61.3,58.0,64.9
N20002164,WEST TYRONE,57.5,49.7,46.5,53.1
N20002165,WEST TYRONE,46.3,43.3,40.2,46.5
N20002166,WEST TYRONE,76.5,60.4,57.1,64.0
N20002167,WEST TYRONE,86.2,65.9,62.3,69.6
N20002168,WEST TYRONE,54.1,47.7,44.6,51.1
N20002169,WEST TYRONE,75.1,59.6,56.3,63.2
N20002170,WEST TYRONE,79.7,62.2,58.8,65.8
N20002171,WEST TYRONE,67.8,55.5,52.2,59.1
N20002172,WEST TYRONE,72.6,58.2,54.9,61.8
N20002174,WEST TYRONE,66.2,54.6,51.4,58.2
N20002175,WEST TYRONE,73.0,58.4,55.1,62.0
N20002176,WEST TYRONE,71.3,57.5,54.2,61.1
N20002177,WEST TYRONE,71.4,57.5,54.2,61.2
N20002178,WEST TYRONE,83.8,64.6,61.1,68.2
N20002180,WEST TYRONE,45.7,43.0,39.9,46.2
N20002181,WEST TYRONE,46.3,43.3,40.2,46.5
N20002182,WEST TYRONE,75.2,59.7,56.3,63.3
N20002183,WEST TYRONE,88.6,67.3,63.5,71.0
N20002185,WEST TYRONE,85.4,65.5,61.9,69.1
N20002188,WEST TYRONE,84.2,64.8,61.3,68.4
N20002189,WEST TYRONE,60.6,51.4,48.2,54.9
N20002190,WEST TYRONE,84.8,65.1,61.6,68.7
N20002192,WEST TYRONE,63.7,53.2,50.0,56.7
N20002193,WEST TYRONE,78.8,61.7,58.4,65.3
N20002195,WEST TYRONE,65.0,53.9,50.7,57.5
N20002196,WEST TYRONE,56.8,49.3,46.1,52.7
N20002197,WEST TYRONE,31.4,34.9,31.7,38.1
N20002198,WEST TYRONE,82.1,63.6,60.1,67.2
N20002199,WEST TYRONE,64.6,53.7,50.5,57.2
N20002200,WEST TYRONE,10.5,23.1,19.5,26.6
N20002201,WEST TYRONE,23.7,30.5,27.3,33.8
N20002202,WEST TYRONE,85.6,65.6,62.0,69.2
N20002203,WEST TYRONE,91.9,69.1,65.3,72.9
N20002204,WEST TYRONE,91.2,68.7,64.9,72.5
N20002205,WEST TYRONE,85.3,65.4,61.8,69.0
N20002206,WEST TYRONE,24.9,31.2,28.0,34.5
N20002207,WEST TYRONE,52.7,46.9,43.9,50.3
N20002208,WEST TYRONE,68.6,55.9,52.7,59.6
N20002209,WEST TYRONE,33.5,36.1,32.9,39.3
N20002210,WEST TYRONE,93.6,70.1,66.3,73.9
N20002211,WEST TYRONE,60.3,51.2,48.1,54.7
N20002212,WEST TYRONE,84.6,65.0,61.5,68.6
N20002213,WEST TYRONE,78.7,61.7,58.3,65.3
N20002214,WEST TYRONE,92.3,69.4,65.6,73.1
N20002216,WEST TYRONE,77.4,60.9,57.6,64.6
N20002217,WEST TYRONE,14.5,25.3,21.9,28.8
N20002218,WEST TYRONE,66.2,54.6,51.4,58.2
N20002219,WEST TYRONE,81.2,63.1,59.6,66.7
N20002220,WEST TYRONE,65.9,54.4,51.2,58.0
N20002221,WEST TYRONE,69.4,56.4,53.1,60.0
N20002223,WEST TYRONE,93.9,70.3,66.4,74.0
N20002225,WEST TYRONE,85.8,65.7,62.1,69.3
N20002230,WEST TYRONE,68.5,55.9,52.6,59.5
N20002232,WEST TYRONE,60.5,51.4,48.2,54.8
N20002233,WEST TYRONE,71.8,57.8,54.4,61.4
N20002234,WEST TYRONE,74.7,59.4,56.0,63.0
N20002236,WEST TYRONE,75.7,60.0,56.6,63.6
N20002237,WEST TYRONE,94.3,70.5,66.6,74.3
N20002238,WEST TYRONE,90.4,68.3,64.5,72.0
N20002239,WEST TYRONE,86.3,66.0,62.4,69.6
N20002240,WEST TYRONE,95.3,71.1,67.2,74.9
N20002242,WEST TYRONE,66.3,54.6,51.4,58.2
N20002243,WEST TYRONE,75.0,59.6,56.2,63.1
N20002244,WEST TYRONE,64.1,53.4,50.2,56.9
N20002245,WEST TYRONE,51.5,46.3,43.2,49.6
N20002246,WEST TYRONE,30.5,34.4,31.2,37.6
N20002247,WEST TYRONE,62.1,52.3,49.1,55.8
N20002248,WEST TYRONE,90.0,68.1,64.3,71.8
N20002249,WEST TYRONE,46.2,43.3,40.2,46.4
N20002251,WEST TYRONE,92.0,69.2,65.4,72.9
N20002252,LAGAN VALLEY,17.6,27.1,23.7,30.6
N20002253,LAGAN VALLEY,21.9,29.5,26.3,32.8
N20002254,LAGAN VALLEY,16.3,26.3,22.9,29.8
N20002255,LAGAN VALLEY,16.5,26.5,23.0,29.9
N20002256,LAGAN VALLEY,21.1,29.1,25.8,32.4
N20002257,LAGAN VALLEY,38.2,38.7,35.6,41.9
N20002258,LAGAN VALLEY,11.6,23.7,20.1,27.2
N20002259,LAGAN VALLEY,5.9,20.4,16.7,24.1
N20002260,LAGAN VALLEY,11.1,23.4,19.8,26.9
N20002261,LAGAN VALLEY,12.8,24.4,20.8,27.9
N20002262,LAGAN VALLEY,13.9,25.0,21.5,28.4
N20002263,LAGAN VALLEY,22.4,29.8,26.6,33.1
N20002264,LAGAN VALLEY,17.8,27.2,23.8,30.7
N20002265,LAGAN VALLEY,14.8,25.5,22.1,28.9
N20002266,LAGAN VALLEY,17.7,27.1,23.8,30.6
N20002267,LAGAN VALLEY,19.8,28.3,25.0,31.7
N20002268,LAGAN VALLEY,20.2,28.5,25.3,31.9
N20002269,LAGAN VALLEY,13.4,24.7,21.2,28.2
N20002270,LAGAN VALLEY,22.2,29.7,26.4,32.9
N20002271,LAGAN VALLEY,21.9,29.5,26.3,32.8
N20002272,LAGAN VALLEY,27.7,32.8,29.7,36.0
N20002273,LAGAN VALLEY,24.0,30.7,27.5,33.9
N20002274,LAGAN VALLEY,13.6,24.8,21.3,28.3
N20002275,LAGAN VALLEY,23.9,30.6,27.5,33.9
N20002276,LAGAN VALLEY,28.2,33.1,30.0,36.3
N20002278,LAGAN VALLEY,7.7,21.5,17.8,25.0
N20002279,LAGAN VALLEY,16.1,26.2,22.8,29.7
N20002280,LAGAN VALLEY,13.5,24.8,21.3,28.2
N20002281,LAGAN VALLEY,14.7,25.4,22.0,28.9
N20002282,LAGAN VALLEY,12.6,24.2,20.7,27.7
N20002283,LAGAN VALLEY,17.2,26.8,23.5,30.4
N20002284,LAGAN VALLEY,11.0,23.3,19.8,26.8
N20002285,LAGAN VALLEY,9.1,22.3,18.6,25.8
N20002286,LAGAN VALLEY,8.7,22.0,18.4,25.5
N20002288,SOUTH ANTRIM,88.4,67.2,63.4,70.8
N20002289,SOUTH ANTRIM,60.7,51.5,48.3,54.9
N20002290,SOUTH ANTRIM,87.8,66.8,63.1,70.5
N20002291,SOUTH ANTRIM,77.4,60.9,57.6,64.6
N20002292,SOUTH ANTRIM,89.8,68.0,64.2,71.7
N20002293,SOUTH ANTRIM,67.8,55.5,52.2,59.1
N20002294,SOUTH ANTRIM,36.2,37.6,34.4,40.9
N20002295,SOUTH ANTRIM,63.5,53.1,49.9,56.6
N20002296,SOUTH ANTRIM,36.5,37.8,34.6,41.0
N20002297,LAGAN VALLEY,39.5,39.5,36.3,42.7
N20002298,SOUTH ANTRIM,24.8,31.1,28.0,34.4
N20002299,LAGAN VALLEY,41.7,40.7,37.6,43.9
N20002300,LAGAN VALLEY,24.8,31.1,28.0,34.4
N20002301,LAGAN VALLEY,12.1,24.0,20.4,27.5
N20002302,LAGAN VALLEY,18.4,27.5,24.2,31.0
N20002303,LAGAN VALLEY,21.9,29.5,26.3,32.8
N20002305,LAGAN VALLEY,55.7,48.6,45.5,52.0
N20002306,LAGAN VALLEY,57.6,49.7,46.6,53.1
N20002307,LAGAN VALLEY,48.8,44.7,41.7,48.0
N20002308,LAGAN VALLEY,56.8,49.3,46.1,52.7
N20002309,LAGAN VALLEY,47.8,44.2,41.1,47.4
N20002310,LAGAN VALLEY,44.2,42.1,39.1,45.3
N20002312,LAGAN VALLEY,41.2,40.4,37.3,43.6
N20002313,LAGAN VALLEY,8.7,22.0,18.4,25.5
N20002314,LAGAN VALLEY,14.2,25.1,21.7,28.6
N20002315,LAGAN VALLEY,12.6,24.2,20.7,27.7
N20002316,LAGAN VALLEY,13.0,24.5,21.0,28.0
N20002317,LAGAN VALLEY,17.5,27.0,23.6,30.5
N20002318,LAGAN VALLEY,42.4,41.1,38.0,44.3
N20002319,LAGAN VALLEY,18.9,27.8,24.5,31.2
N20002320,LAGAN VALLEY,13.8,24.9,21.5,28.4
N20002321,LAGAN VALLEY,9.5,22.5,18.9,26.0
N20002322,LAGAN VALLEY,7.5,21.4,17.7,24.9
N20002323,LAGAN VALLEY,10.0,22.8,19.2,26.3
N20002324,LAGAN VALLEY,8.7,22.0,18.4,25.5
N20002325,LAGAN VALLEY,8.6,22.0,18.3,25.5
N20002326,LAGAN VALLEY,24.0,30.7,27.5,33.9
N20002327,LAGAN VALLEY,11.3,23.5,19.9,27.0
N20002328,LAGAN VALLEY,11.1,23.4,19.8,26.9
N20002329,LAGAN VALLEY,7.7,21.5,17.8,25.0
N20002330,LAGAN VALLEY,18.6,27.6,24.3,31.1
N20002332,LAGAN VALLEY,5.9,20.4,16.7,24.1
N20002334,LAGAN VALLEY,7.7,21.5,17.8,25.0
N20002335,LAGAN VALLEY,16.1,26.2,22.8,29.7
N20002336,LAGAN VALLEY,18.2,27.4,24.1,30.9
N20002337,LAGAN VALLEY,8.8,22.1,18.4,25.6
N20002338,LAGAN VALLEY,22.0,29.6,26.3,32.8
N20002339,LAGAN VALLEY,12.8,24.4,20.8,27.9
N20002340,LAGAN VALLEY,13.6,24.8,21.3,28.3
N20002341,LAGAN VALLEY,16.9,26.7,23.3,30.2
N20002342,LAGAN VALLEY,27.4,32.6,29.5,35.9
N20002343,LAGAN VALLEY,17.4,27.0,23.6,30.5
N20002344,LAGAN VALLEY,23.4,30.4,27.2,33.6
N20002345,LAGAN VALLEY,17.2,26.8,23.5,30.4
N20002346,LAGAN VALLEY,24.7,31.1,27.9,34.3
N20002347,LAGAN VALLEY,12.7,24.3,20.8,27.8
N20002348,LAGAN VALLEY,21.3,29.2,25.9,32.5
N20002349,LAGAN VALLEY,26.4,32.1,28.9,35.3
N20002350,LAGAN VALLEY,22.6,29.9,26.7,33.2
N20002351,LAGAN VALLEY,33.7,36.2,33.0,39.4
N20002352,LAGAN VALLEY,19.9,28.4,25.1,31.7
N20002353,LAGAN VALLEY,27.8,32.8,29.8,36.1
N20002354,LAGAN VALLEY,36.0,37.5,34.3,40.8
N20002355,LAGAN VALLEY,49.5,45.1,42.1,48.4
N20002357,LAGAN VALLEY,40.5,40.0,36.9,43.2
N20002358,LAGAN VALLEY,37.5,38.3,35.2,41.5
N20002359,LAGAN VALLEY,42.8,41.3,38.2,44.5
N20002360,LAGAN VALLEY,26.4,32.1,28.9,35.3
N20002361,LAGAN VALLEY,55.2,48.4,45.3,51.7
N20002362,LAGAN VALLEY,30.1,34.2,31.0,37.4
N20002363,LAGAN VALLEY,30.3,34.3,31.1,37.5
N20002364,LAGAN VALLEY,42.7,41.3,38.2,44.5
N20002366,LAGAN VALLEY,22.0,29.6,26.3,32.8
N20002368,LAGAN VALLEY,18.0,27.3,23.9,30.8
N20002370,LAGAN VALLEY,8.2,21.8,18.1,25.3
N20002371,LAGAN VALLEY,10.9,23.3,19.7,26.8
N20002372,LAGAN VALLEY,25.9,31.8,28.6,35.0
N20002373,LAGAN VALLEY,27.8,32.8,29.8,36.1
N20002374,LAGAN VALLEY,11.3,23.5,19.9,27.0
N20002375,LAGAN VALLEY,10.6,23.1,19.5,26.6
N20002376,LAGAN VALLEY,18.6,27.6,24.3,31.1
N20002377,LAGAN VALLEY,65.3,54.1,50.9,57.6
N20002378,LAGAN VALLEY,59.4,50.7,47.6,54.2
N20002379,LAGAN VALLEY,11.4,23.6,20.0,27.1
N20002380,LAGAN VALLEY,5.3,20.1,16.3,23.7
N20002381,LAGAN VALLEY,40.2,39.9,36.7,43.1
N20002382,LAGAN VALLEY,7.7,21.5,17.8,25.0
N20002383,LAGAN VALLEY,34.7,36.8,33.6,40.0
N20002384,LAGAN VALLEY,17.8,27.2,23.8,30.7
N20002385,LAGAN VALLEY,71.4,57.5,54.2,61.2
N20002386,LAGAN VALLEY,7.7,21.5,17.8,25.0
N20002387,LAGAN VALLEY,33.9,36.3,33.1,39.5
N20002388,LAGAN VALLEY,5.5,20.2,16.5,23.8
N20002389,LAGAN VALLEY,62.8,52.7,49.5,56.2
N20002391,LAGAN VALLEY,47.3,43.9,40.8,47.1
N20002392,LAGAN VALLEY,60.4,51.3,48.1,54.8
N20002393,LAGAN VALLEY,30.5,34.4,31.2,37.6
N20002395,LAGAN VALLEY,68.4,55.8,52.6,59.4
N20002396,LAGAN VALLEY,32.4,35.5,32.3,38.7
N20002397,LAGAN VALLEY,31.0,34.7,31.5,37.9
N20002398,LAGAN VALLEY,37.9,38.6,35.4,41.8
N20002399,LAGAN VALLEY,38.4,38.8,35.7,42.1
N20002400,LAGAN VALLEY,26.2,31.9,28.8,35.2
N20002401,LAGAN VALLEY,25.5,31.5,28.4,34.8
N20002402,LAGAN VALLEY,30.0,34.1,31.0,37.3
N20002403,LAGAN VALLEY,20.5,28.7,25.4,32.1
N20002404,LAGAN VALLEY,16.4,26.4,23.0,29.9
N20002405,LAGAN VALLEY,27.5,32.7,29.6,35.9
N20002406,LAGAN VALLEY,39.0,39.2,36.0,42.4
N20002407,LAGAN VALLEY,10.4,23.0,19.4,26.5
N20002408,LAGAN VALLEY,24.4,30.9,27.8,34.2
N20002409,LAGAN VALLEY,14.6,25.4,22.0,28.8
N20002410,LAGAN VALLEY,21.1,29.1,25.8,32.4
N20002411,LAGAN VALLEY,25.3,31.4,28.3,34.7
N20002412,LAGAN VALLEY,32.0,35.2,32.1,38.5
N20002413,LAGAN VALLEY,22.7,30.0,26.7,33.2
N20002414,LAGAN VALLEY,21.2,29.1,25.9,32.4
N20002415,LAGAN VALLEY,21.8,29.5,26.2,32.7
N20002416,LAGAN VALLEY,15.6,25.9,22.5,29.4
N20002417,LAGAN VALLEY,17.1,26.8,23.4,30.3
N20002418,LAGAN VALLEY,26.0,31.8,28.7,35.1
N20002419,LAGAN VALLEY,28.9,33.5,30.4,36.7
N20002420,LAGAN VALLEY,24.2,30.8,27.6,34.1
N20002421,LAGAN VALLEY,28.3,33.1,30.0,36.4
N20002422,LAGAN VALLEY,25.4,31.5,28.3,34.7
N20002423,LAGAN VALLEY,26.8,32.3,29.2,35.5
N20002424,LAGAN VALLEY,27.3,32.6,29.5,35.8
N20002425,LAGAN VALLEY,23.2,30.2,27.0,33.5
N20002426,LAGAN VALLEY,18.2,27.4,24.1,30.9
N20002427,LAGAN VALLEY,23.9,30.6,27.5,33.9
N20002428,LAGAN VALLEY,13.6,24.8,21.3,28.3
N20002429,LAGAN VALLEY,4.1,19.4,15.6,23.1
N20002430,LAGAN VALLEY,21.8,29.5,26.2,32.7
N20002431,LAGAN VALLEY,9.6,22.5,18.9,26.1
N20002432,LAGAN VALLEY,12.6,24.2,20.7,27.7
N20002433,LAGAN VALLEY,20.9,28.9,25.7,32.3
N20002434,LAGAN VALLEY,6.8,21.0,17.2,24.5
N20002435,LAGAN VALLEY,17.0,26.7,23.3,30.2
N20002436,LAGAN VALLEY,17.4,27.0,23.6,30.5
N20002437,LAGAN VALLEY,22.5,29.8,26.6,33.1
N20002438,LAGAN VALLEY,11.8,23.8,20.2,27.3
N20002439,LAGAN VALLEY,18.2,27.4,24.1,30.9
N20002440,LAGAN VALLEY,7.3,21.2,17.5,24.8
N20002441,LAGAN VALLEY,14.0,25.0,21.6,28.5
N20002442,LAGAN VALLEY,11.7,23.7,20.2,27.2
N20002443,LAGAN VALLEY,8.5,21.9,18.3,25.4
N20002444,LAGAN VALLEY,11.3,23.5,19.9,27.0
N20002445,LAGAN VALLEY,12.1,24.0,20.4,27.5
N20002446,LAGAN VALLEY,6.4,20.7,17.0,24.3
N20002447,LAGAN VALLEY,7.3,21.2,17.5,24.8
N20002448,LAGAN VALLEY,14.5,25.3,21.9,28.8
N20002449,LAGAN VALLEY,7.0,21.1,17.4,24.6
N20002450,LAGAN VALLEY,13.2,24.6,21.1,28.1
N20002451,LAGAN VALLEY,5.1,20.0,16.2,23.6
N20002452,LAGAN VALLEY,12.6,24.2,20.7,27.7
N20002453,LAGAN VALLEY,19.1,27.9,24.6,31.3
N20002454,LAGAN VALLEY,21.2,29.1,25.9,32.4
N20002455,SOUTH DOWN,24.8,31.1,28.0,34.4
N20002456,BELFAST SOUTH,56.9,49.3,46.2,52.7
N20002457,BELFAST SOUTH,51.4,46.2,43.2,49.5
N20002458,BELFAST SOUTH,54.0,47.7,44.6,51.0
N20002459,BELFAST SOUTH,44.5,42.3,39.2,45.5
N20002460,BELFAST SOUTH,42.8,41.3,38.2,44.5
N20002461,BELFAST SOUTH,40.1,39.8,36.7,43.0
N20002462,BELFAST SOUTH,26.5,32.1,29.0,35.4
N20002463,BELFAST SOUTH,51.7,46.4,43.3,49.7
N20002464,BELFAST SOUTH,40.3,39.9,36.8,43.1
N20002465,BELFAST SOUTH,48.6,44.6,41.6,47.8
N20002466,BELFAST SOUTH,44.8,42.5,39.4,45.7
N20002467,BELFAST SOUTH,41.8,40.8,37.6,44.0
N20002468,BELFAST SOUTH,44.6,42.4,39.3,45.5
N20002469,BELFAST SOUTH,49.5,45.1,42.1,48.4
N20002470,BELFAST SOUTH,46.7,43.5,40.5,46.7
N20002471,BELFAST SOUTH,52.0,46.5,43.5,49.8
N20002472,BELFAST SOUTH,44.8,42.5,39.4,45.7
N20002473,BELFAST SOUTH,52.3,46.7,43.7,50.0
N20002474,BELFAST SOUTH,46.4,43.4,40.3,46.6
N20002475,BELFAST SOUTH,43.1,41.5,38.4,44.7
N20002476,BELFAST SOUTH,53.6,47.5,44.4,50.8
N20002477,BELFAST SOUTH,39.7,39.6,36.5,42.8
N20002478,BELFAST SOUTH,54.2,47.8,44.7,51.1
N20002479,BELFAST SOUTH,59.2,50.6,47.5,54.1
N20002480,BELFAST SOUTH,51.3,46.2,43.1,49.4
N20002481,BELFAST SOUTH,35.5,37.2,34.0,40.5
N20002482,BELFAST SOUTH,60.9,51.6,48.4,55.1
N20002483,BELFAST SOUTH,55.7,48.6,45.5,52.0
N20002484,BELFAST SOUTH,46.0,43.2,40.1,46.3
N20002485,BELFAST SOUTH,76.7,60.5,57.2,64.2
N20002486,BELFAST SOUTH,58.0,49.9,46.8,53.4
N20002487,BELFAST SOUTH,70.5,57.0,53.7,60.6
N20002488,BELFAST SOUTH,58.1,50.0,46.9,53.4
N20002490,BELFAST SOUTH,39.1,39.2,36.1,42.4
N20002491,BELFAST SOUTH,39.8,39.6,36.5,42.8
N20002492,BELFAST SOUTH,21.1,29.1,25.8,32.4
N20002493,BELFAST SOUTH,19.6,28.2,24.9,31.6
N20002494,BELFAST SOUTH,57.8,49.8,46.7,53.3
N20002495,BELFAST SOUTH,65.4,54.1,50.9,57.7
N20002496,BELFAST SOUTH,52.3,46.7,43.7,50.0
N20002497,BELFAST SOUTH,61.8,52.1,48.9,55.6
N20002498,STRANGFORD,19.6,28.2,24.9,31.6
N20002499,STRANGFORD,39.7,39.6,36.5,42.8
N20002500,BELFAST EAST,5.1,20.0,16.2,23.6
N20002501,BELFAST EAST,6.2,20.6,16.9,24.2
N20002502,BELFAST EAST,9.8,22.7,19.0,26.2
N20002503,BELFAST EAST,9.0,22.2,18.6,25.7
N20002504,BELFAST EAST,13.8,24.9,21.5,28.4
N20002505,BELFAST EAST,7.7,21.5,17.8,25.0
N20002507,BELFAST EAST,7.7,21.5,17.8,25.0
N20002508,BELFAST EAST,19.2,28.0,24.7,31.4
N20002509,BELFAST EAST,9.9,22.7,19.1,26.2
N20002510,BELFAST EAST,1.7,18.1,14.3,21.8
N20002511,BELFAST EAST,2.3,18.4,14.6,22.1
N20002512,BELFAST EAST,10.3,22.9,19.3,26.4
N20002513,BELFAST EAST,6.3,20.7,16.9,24.3
N20002514,BELFAST EAST,5.2,20.1,16.3,23.7
N20002515,BELFAST EAST,9.8,22.7,19.0,26.2
N20002516,BELFAST EAST,18.5,27.6,24.2,31.0
N20002517,BELFAST EAST,4.3,19.5,15.7,23.2
N20002519,BELFAST EAST,9.3,22.4,18.8,25.9
