SA2011,sex,religion_brought_up_in,count
N00001863,Male,Protestant and Other Christian,101
N00001863,Male,Other religions and none,20
N00001863,Female,Catholic,15
N00001863,Female,Protestant and Other Christian,113
N00001863,Female,Other religions and none,13
N00001864,Male,Catholic,70
N00001864,Male,Protestant and Other Christian,95
N00001864,Male,Other religions and none,18
N00001864,Female,Catholic,84
N00001864,Female,Protestant and Other Christian,89
N00001864,Female,Other religions and none,8
N00001865,Male,Catholic,111
N00001865,Male,Protestant and Other Christian,131
N00001865,Male,Other religions and none,12
N00001865,Female,Catholic,124
N00001865,Female,Protestant and Other Christian,145
N00001865,Female,Other religions and none,18
N00001866,Male,Catholic,10
N00001866,Male,Protestant and Other Christian,84
N00001866,Male,Other religions and none,17
N00001866,Female,Catholic,23
N00001866,Female,Protestant and Other Christian,109
N00001866,Female,Other religions and none,9
N00001867,Male,Catholic,34
N00001867,Male,Protestant and Other Christian,123
N00001867,Male,Other religions and none,23
N00001867,Female,Catholic,51
N00001867,Female,Protestant and Other Christian,110
N00001867,Female,Other religions and none,18
N00001868,Male,Catholic,12
N00001868,Male,Protestant and Other Christian,162
N00001868,Male,Other religions and none,13
N00001868,Female,Catholic,13
N00001868,Female,Protestant and Other Christian,165
N00001868,Female,Other religions and none,7
N00001869,Male,Catholic,26
N00001869,Male,Protestant and Other Christian,108
N00001869,Male,Other religions and none,13
N00001869,Female,Catholic,34
N00001869,Female,Protestant and Other Christian,159
N00001869,Female,Other religions and none,10
N00001870,Male,Catholic,63
N00001870,Male,Protestant and Other Christian,80
N00001870,Male,Other religions and none,14
N00001870,Female,Catholic,77
N00001870,Female,Protestant and Other Christian,76
N00001870,Female,Other religions and none,13
N00001871,Male,Catholic,80
N00001871,Male,Protestant and Other Christian,67
N00001871,Male,Other religions and none,26
N00001871,Female,Catholic,92
N00001871,Female,Protestant and Other Christian,67
N00001871,Female,Other religions and none,23
N00001872,Male,Catholic,54
N00001872,Male,Protestant and Other Christian,30
N00001872,Male,Other religions and none,23
N00001872,Female,Catholic,84
N00001872,Female,Protestant and Other Christian,41
N00001872,Female,Other religions and none,24
N00001873,Male,Catholic,218
N00001873,Male,Protestant and Other Christian,138
N00001873,Male,Other religions and none,46
N00001873,Female,Catholic,236
N00001873,Female,Protestant and Other Christian,122
N00001873,Female,Other religions and none,46
N00001874,Male,Catholic,84
N00001874,Male,Protestant and Other Christian,88
N00001874,Male,Other religions and none,15
N00001874,Female,Catholic,99
N00001874,Female,Protestant and Other Christian,77
N00001874,Female,Other religions and none,13
N00001875,Male,Catholic,60
N00001875,Male,Protestant and Other Christian,69
N00001875,Male,Other religions and none,10
N00001875,Female,Catholic,62
N00001875,Female,Protestant and Other Christian,80
N00001875,Female,Other religions and none,10
N00001876,Male,Catholic,87
N00001876,Male,Protestant and Other Christian,68
N00001876,Male,Other religions and none,14
N00001876,Female,Catholic,79
N00001876,Female,Protestant and Other Christian,74
N00001876,Female,Other religions and none,10
N00001877,Male,Catholic,52
N00001877,Male,Protestant and Other Christian,78
N00001877,Male,Other religions and none,4
N00001877,Female,Catholic,59
N00001877,Female,Protestant and Other Christian,83
N00001877,Female,Other religions and none,6
N00001878,Male,Catholic,45
N00001878,Male,Protestant and Other Christian,95
N00001878,Male,Other religions and none,13
N00001878,Female,Catholic,50
N00001878,Female,Protestant and Other Christian,94
N00001878,Female,Other religions and none,10
N00001879,Male,Catholic,66
N00001879,Male,Protestant and Other Christian,77
N00001879,Male,Other religions and none,32
N00001879,Female,Catholic,70
N00001879,Female,Protestant and Other Christian,89
N00001879,Female,Other religions and none,18
N00001880,Male,Catholic,8
N00001880,Male,Protestant and Other Christian,136
N00001880,Male,Other religions and none,20
N00001880,Female,Catholic,6
N00001880,Female,Protestant and Other Christian,133
N00001880,Female,Other religions and none,10
N00001881,Male,Catholic,29
N00001881,Male,Protestant and Other Christian,394
N00001881,Male,Other religions and none,42
N00001881,Female,Catholic,25
N00001881,Female,Protestant and Other Christian,454
N00001881,Female,Other religions and none,35
N00001882,Male,Catholic,12
N00001882,Male,Protestant and Other Christian,107
N00001882,Male,Other religions and none,12
N00001882,Female,Catholic,16
N00001882,Female,Protestant and Other Christian,123
N00001882,Female,Other religions and none,11
N00001883,Male,Catholic,5
N00001883,Male,Protestant and Other Christian,121
N00001883,Male,Other religions and none,19
N00001883,Female,Catholic,1
N00001883,Female,Protestant and Other Christian,125
N00001883,Female,Other religions and none,21
N00001884,Male,Catholic,2
N00001884,Male,Protestant and Other Christian,113
N00001884,Male,Other religions and none,12
N00001884,Female,Catholic,9
N00001884,Female,Protestant and Other Christian,118
N00001884,Female,Other religions and none,7
N00001885,Male,Catholic,2
N00001885,Male,Protestant and Other Christian,96
N00001885,Male,Other religions and none,8
N00001885,Female,Catholic,4
N00001885,Female,Protestant and Other Christian,107
N00001885,Female,Other religions and none,12
N00001886,Male,Catholic,5
N00001886,Male,Protestant and Other Christian,98
N00001886,Male,Other religions and none,18
N00001886,Female,Catholic,2
N00001886,Female,Protestant and Other Christian,100
N00001886,Female,Other religions and none,9
N00001887,Male,Catholic,10
N00001887,Male,Protestant and Other Christian,114
N00001887,Male,Other religions and none,17
N00001887,Female,Catholic,4
N00001887,Female,Protestant and Other Christian,127
N00001887,Female,Other religions and none,17
N00001888,Male,Catholic,6
N00001888,Male,Protestant and Other Christian,114
N00001888,Male,Other religions and none,15
N00001888,Female,Catholic,6
N00001888,Female,Protestant and Other Christian,125
N00001888,Female,Other religions and none,21
N00001889,Male,Catholic,0
N00001889,Male,Protestant and Other Christian,91
N00001889,Male,Other religions and none,22
N00001889,Female,Catholic,0
N00001889,Female,Protestant and Other Christian,109
N00001889,Female,Other religions and none,9
N00001890,Male,Catholic,11
N00001890,Male,Protestant and Other Christian,210
N00001890,Male,Other religions and none,38
N00001890,Female,Catholic,27
N00001890,Female,Protestant and Other Christian,234
N00001890,Female,Other religions and none,35
N00001891,Male,Catholic,11
N00001891,Male,Protestant and Other Christian,169
N00001891,Male,Other religions and none,17
N00001891,Female,Catholic,15
N00001891,Female,Protestant and Other Christian,155
N00001891,Female,Other religions and none,23
N00001892,Male,Catholic,5
N00001892,Male,Protestant and Other Christian,108
N00001892,Male,Other religions and none,11
N00001892,Female,Catholic,11
N00001892,Female,Protestant and Other Christian,138
N00001892,Female,Other religions and none,7
N00001893,Male,Catholic,8
N00001893,Male,Protestant and Other Christian,114
N00001893,Male,Other religions and none,12
N00001893,Female,Catholic,8
N00001893,Female,Protestant and Other Christian,115
N00001893,Female,Other religions and none,13
N00001894,Male,Catholic,9
N00001894,Male,Protestant and Other Christian,118
N00001894,Male,Other religions and none,15
N00001894,Female,Catholic,9
N00001894,Female,Protestant and Other Christian,156
N00001894,Female,Other religions and none,13
N00001895,Male,Catholic,10
N00001895,Male,Protestant and Other Christian,142
N00001895,Male,Other religions and none,12
N00001895,Female,Catholic,12
N00001895,Female,Protestant and Other Christian,154
N00001895,Female,Other religions and none,12
N00001896,Male,Catholic,33
N00001896,Male,Protestant and Other Christian,187
N00001896,Male,Other religions and none,27
N00001896,Female,Catholic,40
N00001896,Female,Protestant and Other Christian,241
N00001896,Female,Other religions and none,18
N00001897,Male,Catholic,6
N00001897,Male,Protestant and Other Christian,113
N00001897,Male,Other religions and none,6
N00001897,Female,Catholic,11
N00001897,Female,Protestant and Other Christian,138
N00001897,Female,Other religions and none,9
N00001898,Male,Catholic,7
N00001898,Male,Protestant and Other Christian,106
N00001898,Male,Other religions and none,22
N00001898,Female,Catholic,12
N00001898,Female,Protestant and Other Christian,122
N00001898,Female,Other religions and none,10
N00001899,Male,Catholic,6
N00001899,Male,Protestant and Other Christian,72
N00001899,Male,Other religions and none,20
N00001899,Female,Catholic,5
N00001899,Female,Protestant and Other Christian,70
N00001899,Female,Other religions and none,13
N00001900,Male,Catholic,31
N00001900,Male,Protestant and Other Christian,144
N00001900,Male,Other religions and none,14
N00001900,Female,Catholic,28
N00001900,Female,Protestant and Other Christian,119
N00001900,Female,Other religions and none,10
N00001901,Male,Catholic,11
N00001901,Male,Protestant and Other Christian,158
N00001901,Male,Other religions and none,14
N00001901,Female,Catholic,12
N00001901,Female,Protestant and Other Christian,175
N00001901,Female,Other religions and none,7
N00001902,Male,Catholic,17
N00001902,Male,Protestant and Other Christian,175
N00001902,Male,Other religions and none,18
N00001902,Female,Catholic,14
N00001902,Female,Protestant and Other Christian,172
N00001902,Female,Other religions and none,15
N00001903,Male,Catholic,121
N00001903,Male,Protestant and Other Christian,90
N00001903,Male,Other religions and none,12
N00001903,Female,Catholic,117
N00001903,Female,Protestant and Other Christian,82
N00001903,Female,Other religions and none,5
N00001904,Male,Catholic,21
N00001904,Male,Protestant and Other Christian,87
N00001904,Male,Other religions and none,13
N00001904,Female,Catholic,27
N00001904,Female,Protestant and Other Christian,110
N00001904,Female,Other religions and none,7
N00001905,Male,Catholic,5
N00001905,Male,Protestant and Other Christian,116
N00001905,Male,Other religions and none,11
N00001905,Female,Catholic,5
N00001905,Female,Protestant and Other Christian,121
N00001905,Female,Other religions and none,9
N00001906,Male,Catholic,9
N00001906,Male,Protestant and Other Christian,151
N00001906,Male,Other religions and none,7
N00001906,Female,Catholic,5
N00001906,Female,Protestant and Other Christian,125
N00001906,Female,Other religions and none,11
N00001907,Male,Catholic,7
N00001907,Male,Protestant and Other Christian,138
N00001907,Male,Other religions and none,15
N00001907,Female,Catholic,8
N00001907,Female,Protestant and Other Christian,152
N00001907,Female,Other religions and none,11
N00001908,Male,Catholic,3
N00001908,Male,Protestant and Other Christian,152
N00001908,Male,Other religions and none,12
N00001908,Female,Catholic,5
N00001908,Female,Protestant and Other Christian,136
N00001908,Female,Other religions and none,13
N00001909,Male,Catholic,3
N00001909,Male,Protestant and Other Christian,138
N00001909,Male,Other religions and none,23
N00001909,Female,Catholic,4
N00001909,Female,Protestant and Other Christian,153
N00001909,Female,Other religions and none,10
N00001910,Male,Catholic,3
N00001910,Male,Protestant and Other Christian,183
N00001910,Male,Other religions and none,9
N00001910,Female,Catholic,2
N00001910,Female,Protestant and Other Christian,179
N00001910,Female,Other religions and none,10
