DZ2021_cd,DZ2021_nm,DEA2014_nm,dea_1972,dea_1984,dea_1993,dea_2012
N20000704,Cusher_H3,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000708,Cusher_H4,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000706,Cusher_L3,Cusher,ARMAGH AREA C,CUSHER,CROSSMORE,Cusher
N20000709,Cusher_K6,Cusher,ARMAGH AREA C,CROSSMORE,CROSSMORE,Cusher
N20003104,Slieve_Gullion_B1,Slieve Gullion,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
N20003119,Slieve_Gullion_B4,Slieve Gullion,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
N20000710,Cusher_L5,Cusher,ARMAGH AREA C,CROSSMORE,CROSSMORE,Cusher
N20000355,Armagh_K6,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000354,Armagh_K5,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000705,Cusher_L2,Cusher,ARMAGH AREA C,CROSSMORE,CROSSMORE,Cusher
N20000350,Armagh_L3,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000352,Armagh_L5,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000349,Armagh_L2,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000348,Armagh_L1,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000351,Armagh_L4,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000353,Armagh_K4,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000707,Cusher_L4,Cusher,ARMAGH AREA C,CROSSMORE,CROSSMORE,Cusher
N20000701,Cusher_L1,Cusher,ARMAGH AREA B,CUSHER,CROSSMORE,Cusher
N20000343,Armagh_J5,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000346,Armagh_K2,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000344,Armagh_K1,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000345,Armagh_J6,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000338,Armagh_J2,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000341,Armagh_J4,Armagh,ARMAGH AREA C,CROSSMORE,CROSSMORE,Armagh
N20000337,Armagh_H5,Armagh,ARMAGH AREA B,ARMAGH CITY,ARMAGH CITY,Armagh
N20000336,Armagh_H4,Armagh,ARMAGH AREA B,ARMAGH CITY,ARMAGH CITY,Armagh
N20000339,Armagh_J3,Armagh,ARMAGH AREA B,CROSSMORE,CROSSMORE,Armagh
N20000335,Armagh_G6,Armagh,ARMAGH AREA B,CROSSMORE,CROSSMORE,Armagh
N20000329,Armagh_G3,Armagh,ARMAGH AREA C,ARMAGH CITY,ARMAGH CITY,Armagh
N20000327,Armagh_F6,Armagh,ARMAGH AREA C,ARMAGH CITY,ARMAGH CITY,Armagh
N20000330,Armagh_G4,Armagh,ARMAGH AREA B,ARMAGH CITY,ARMAGH CITY,Armagh
N20000325,Armagh_G1,Armagh,ARMAGH AREA B,ARMAGH CITY,ARMAGH CITY,Armagh
N20000331,Armagh_G5,Armagh,ARMAGH AREA B,ARMAGH CITY,ARMAGH CITY,Armagh
N20000334,Armagh_H3,Armagh,ARMAGH AREA B,ARMAGH CITY,ARMAGH CITY,Armagh
N20000332,Armagh_H1,Armagh,ARMAGH AREA B,ARMAGH CITY,ARMAGH CITY,Armagh
N20000328,Armagh_G2,Armagh,ARMAGH AREA B,ARMAGH CITY,ARMAGH CITY,Armagh
N20000324,Armagh_C5,Armagh,ARMAGH AREA B,ARMAGH CITY,ARMAGH CITY,Armagh
N20000326,Armagh_C6,Armagh,ARMAGH AREA B,ARMAGH CITY,ARMAGH CITY,Armagh
N20000333,Armagh_H2,Armagh,ARMAGH AREA B,ARMAGH CITY,ARMAGH CITY,Armagh
N20000688,Cusher_E5,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000693,Cusher_K1,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000699,Cusher_K3,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000702,Cusher_K4,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000697,Cusher_J2,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000698,Cusher_J3,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000696,Cusher_J1,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000700,Cusher_J4,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000703,Cusher_K5,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000695,Cusher_K2,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000691,Cusher_G4,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000690,Cusher_G3,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000689,Cusher_G2,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000687,Cusher_G1,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000692,Cusher_H1,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20000644,Banbridge_F5,Banbridge,BANBRIDGE AREA A,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000642,Banbridge_F4,Banbridge,BANBRIDGE AREA A,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000646,Banbridge_N1,Banbridge,BANBRIDGE AREA A,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000647,Banbridge_N2,Banbridge,BANBRIDGE AREA A,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000649,Banbridge_N3,Banbridge,BANBRIDGE AREA A,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000652,Banbridge_N4,Banbridge,BANBRIDGE AREA A,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000654,Banbridge_N5,Banbridge,ARMAGH AREA B,CUSHER,CUSHER,Banbridge
N20000694,Cusher_H2,Cusher,ARMAGH AREA B,CUSHER,CUSHER,Cusher
N20003101,Slieve_Gullion_A1,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003102,Slieve_Gullion_A2,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003103,Slieve_Gullion_A3,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003121,Slieve_Gullion_F1,Slieve Gullion,NEWRY AND MOURNE AREA E,THE FEWS,THE FEWS,Slieve Gullion
N20003111,Slieve_Gullion_E1,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003122,Slieve_Gullion_E3,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003116,Slieve_Gullion_E2,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003118,Slieve_Gullion_D4,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003123,Slieve_Gullion_E4,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003117,Slieve_Gullion_D3,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003110,Slieve_Gullion_C2,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003113,Slieve_Gullion_D2,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003109,Slieve_Gullion_D1,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003105,Slieve_Gullion_A4,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003212,Crotlieve_C1,Crotlieve,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Crotlieve
N20003108,Slieve_Gullion_C1,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003115,Slieve_Gullion_C5,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003120,Slieve_Gullion_D5,Slieve Gullion,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Slieve Gullion
N20003114,Slieve_Gullion_C4,Slieve Gullion,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Slieve Gullion
N20003157,Newry_A2,Newry,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
N20003162,Newry_C1,Newry,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
N20003166,Newry_C2,Newry,NEWRY AND MOURNE AREA D,NEWRY TOWN,NEWRY TOWN,Newry
N20003164,Newry_A5,Newry,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
N20003159,Newry_A3,Newry,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
N20003161,Newry_A4,Newry,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
N20003154,Newry_A1,Newry,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
N20003112,Slieve_Gullion_C3,Slieve Gullion,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Slieve Gullion
N20003156,Newry_B2,Newry,NEWRY AND MOURNE AREA F,THE FEWS,CROTLIEVE,Newry
N20003158,Newry_B3,Newry,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
N20003163,Newry_D1,Newry,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
N20003160,Newry_B4,Newry,NEWRY AND MOURNE AREA F,THE FEWS,CROTLIEVE,Newry
N20003165,Newry_D2,Newry,NEWRY AND MOURNE AREA F,NEWRY TOWN,NEWRY TOWN,Newry
N20003155,Newry_B1,Newry,NEWRY AND MOURNE AREA F,THE FEWS,CROTLIEVE,Newry
N20003215,Crotlieve_C2,Crotlieve,NEWRY AND MOURNE AREA F,THE FEWS,THE FEWS,Crotlieve
N20003211,Crotlieve_B1,Crotlieve,NEWRY AND MOURNE AREA C,THE FEWS,THE FEWS,Crotlieve
N20003207,Crotlieve_A1,Crotlieve,NEWRY AND MOURNE AREA D,THE FEWS,THE FEWS,Crotlieve
N20003210,Crotlieve_A4,Crotlieve,NEWRY AND MOURNE AREA C,THE FEWS,THE FEWS,Crotlieve
N20003208,Crotlieve_A2,Crotlieve,NEWRY AND MOURNE AREA C,THE FEWS,THE FEWS,Crotlieve
N20003209,Crotlieve_A3,Crotlieve,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,Crotlieve
N20003214,Crotlieve_B2,Crotlieve,NEWRY AND MOURNE AREA C,CROTLIEVE,THE FEWS,Crotlieve
N20003216,Crotlieve_B3,Crotlieve,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,Crotlieve
N20003219,Crotlieve_B4,Crotlieve,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,Crotlieve
N20003217,Crotlieve_D1,Crotlieve,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,Crotlieve
N20003218,Crotlieve_D2,Crotlieve,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,Crotlieve
N20003220,Crotlieve_D3,Crotlieve,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,Crotlieve
N20003213,Crotlieve_A5,Crotlieve,NEWRY AND MOURNE AREA C,CROTLIEVE,CROTLIEVE,Crotlieve
N20000661,Banbridge_Q3,Banbridge,NEWRY AND MOURNE AREA C,CROTLIEVE,KNOCKIVEAGH,Banbridge
N20000663,Banbridge_Q5,Banbridge,NEWRY AND MOURNE AREA C,CROTLIEVE,KNOCKIVEAGH,Banbridge
N20000659,Banbridge_Q1,Banbridge,NEWRY AND MOURNE AREA C,CROTLIEVE,KNOCKIVEAGH,Banbridge
N20000662,Banbridge_Q4,Banbridge,NEWRY AND MOURNE AREA C,CROTLIEVE,KNOCKIVEAGH,Banbridge
N20000660,Banbridge_Q2,Banbridge,NEWRY AND MOURNE AREA C,CROTLIEVE,KNOCKIVEAGH,Banbridge
N20000657,Banbridge_L5,Banbridge,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000658,Banbridge_P5,Banbridge,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000651,Banbridge_P2,Banbridge,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000653,Banbridge_L4,Banbridge,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000645,Banbridge_L2,Banbridge,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000648,Banbridge_L3,Banbridge,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000643,Banbridge_K5,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000641,Banbridge_K4,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000640,Banbridge_K3,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000639,Banbridge_H5,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000638,Banbridge_K2,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000636,Banbridge_H4,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000632,Banbridge_G3,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000630,Banbridge_G2,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000634,Banbridge_G4,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000637,Banbridge_K1,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000631,Banbridge_E6,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000633,Banbridge_J4,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000635,Banbridge_J5,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000592,Lagan_River_N4,Lagan River,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Lagan River
N20000588,Lagan_River_K4,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000614,Banbridge_L1,Banbridge,BANBRIDGE AREA B,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000628,Banbridge_J3,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000613,Banbridge_E2,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000618,Banbridge_E4,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000617,Banbridge_E3,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000612,Banbridge_E1,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000623,Banbridge_J1,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000626,Banbridge_J2,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000624,Banbridge_G1,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000622,Banbridge_D7,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000627,Banbridge_H3,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000625,Banbridge_H2,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000619,Banbridge_D6,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000615,Banbridge_D4,Banbridge,BANBRIDGE AREA A,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000621,Banbridge_H1,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000611,Banbridge_D3,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000616,Banbridge_D5,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000620,Banbridge_E5,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000610,Banbridge_C4,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000607,Banbridge_D2,Banbridge,BANBRIDGE AREA A,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000604,Banbridge_C1,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000608,Banbridge_C2,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000609,Banbridge_C3,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000603,Banbridge_D1,Banbridge,BANBRIDGE AREA A,BANBRIDGE TOWN,BANBRIDGE TOWN,Banbridge
N20000599,Banbridge_A5,Banbridge,BANBRIDGE AREA A,KNOCKIVEAGH,KNOCKIVEAGH,Banbridge
N20000585,Lagan_River_J3,Lagan River,BANBRIDGE AREA A,KNOCKIVEAGH,KNOCKIVEAGH,Lagan River
N20000586,Lagan_River_J4,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000581,Lagan_River_G4,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000580,Lagan_River_G3,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000564,Lagan_River_E1,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000567,Lagan_River_E2,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000572,Lagan_River_E3,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000578,Lagan_River_H3,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000579,Lagan_River_J2,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000583,Lagan_River_K3,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000577,Lagan_River_H2,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000576,Lagan_River_H1,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000573,Lagan_River_F3,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000574,Lagan_River_F4,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000575,Lagan_River_F5,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000571,Lagan_River_D3,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000566,Lagan_River_F1,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000570,Lagan_River_F2,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000563,Lagan_River_K1,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000565,Lagan_River_D1,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000568,Lagan_River_D2,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000560,Lagan_River_J1,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20002284,Downshire_West_G3,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002277,Downshire_West_B5,Downshire West,LISBURN AREA B,DOWNSHIRE,DOWNSHIRE,Downshire West
N20002259,Downshire_West_B2,Downshire West,LISBURN AREA B,DOWNSHIRE,DOWNSHIRE,Downshire West
N20002324,Killultagh_G5,Killultagh,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
N20002323,Killultagh_H4,Killultagh,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
N20002322,Killultagh_H3,Killultagh,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
N20002325,Killultagh_H5,Killultagh,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Killultagh
N20002268,Downshire_West_G1,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002276,Downshire_West_G2,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002273,Downshire_West_C4,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002275,Downshire_West_C5,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002272,Downshire_West_D6,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002267,Downshire_West_D3,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002264,Downshire_West_C2,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002266,Downshire_West_C3,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002262,Downshire_West_C1,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002263,Downshire_West_D1,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002265,Downshire_West_D2,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002270,Downshire_West_D4,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20002271,Downshire_West_D5,Downshire West,LISBURN AREA A,KILLULTAGH,KILLULTAGH,Downshire West
N20000482,Lurgan_A5,Lurgan,CRAIGAVON AREA A,LOUGHSIDE,LOUGHSIDE,Lurgan
N20000501,Lurgan_H1,Lurgan,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N20000502,Lurgan_H2,Lurgan,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N20000518,Lurgan_J3,Lurgan,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N20000521,Lurgan_B4,Lurgan,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N20000513,Lurgan_H4,Lurgan,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N20000507,Lurgan_H3,Lurgan,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N20000562,Lagan_River_C3,Lagan River,BANBRIDGE AREA B,DROMORE,DROMORE,Lagan River
N20000559,Lagan_River_C2,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000551,Lagan_River_C1,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000561,Lagan_River_B3,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000558,Lagan_River_B2,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000557,Lagan_River_B1,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000555,Lagan_River_A3,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000556,Lagan_River_A4,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000552,Lagan_River_A1,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000554,Lagan_River_A2,Lagan River,CRAIGAVON AREA D,LURGAN,LURGAN,Lagan River
N20000553,Lagan_River_G1,Lagan River,CRAIGAVON AREA D,CENTRAL,LURGAN,Lagan River
N20000454,Craigavon_G5,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000458,Craigavon_L1,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000452,Craigavon_G3,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000448,Craigavon_G1,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000449,Craigavon_G2,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000453,Craigavon_G4,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000445,Craigavon_E5,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000442,Craigavon_E4,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000437,Craigavon_D3,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000439,Craigavon_E3,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000550,Lurgan_T4,Lurgan,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N20000546,Lurgan_T2,Lurgan,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N20000540,Lurgan_Q4,Lurgan,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N20000534,Lurgan_Q2,Lurgan,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N20000536,Lurgan_R3,Lurgan,CRAIGAVON AREA C,LURGAN,LURGAN,Lurgan
N20000544,Lurgan_T1,Lurgan,CRAIGAVON AREA D,LURGAN,LURGAN,Lurgan
N20000541,Lurgan_R4,Lurgan,CRAIGAVON AREA C,LURGAN,LURGAN,Lurgan
N20000532,Lurgan_R2,Lurgan,CRAIGAVON AREA C,LURGAN,LURGAN,Lurgan
N20000538,Lurgan_N4,Lurgan,CRAIGAVON AREA C,LURGAN,CENTRAL,Lurgan
N20000543,Lurgan_R5,Lurgan,CRAIGAVON AREA C,LURGAN,CENTRAL,Lurgan
N20000432,Craigavon_E2,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000435,Craigavon_D2,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000429,Craigavon_B5,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000431,Craigavon_E1,Craigavon,CRAIGAVON AREA C,CENTRAL,CENTRAL,Craigavon
N20000535,Lurgan_N3,Lurgan,CRAIGAVON AREA C,LURGAN,CENTRAL,Lurgan
N20000530,Lurgan_N2,Lurgan,CRAIGAVON AREA C,LURGAN,CENTRAL,Lurgan
