SA2011,age_band,religion_brought_up_in,count
N00000409,45+,Catholic,20
N00000409,45+,Protestant and Other Christian,157
N00000409,45+,Other religions and none,5
N00000410,0-24,Catholic,27
N00000410,0-24,Protestant and Other Christian,103
N00000410,0-24,Other religions and none,4
N00000410,25-44,Catholic,30
N00000410,25-44,Protestant and Other Christian,55
N00000410,25-44,Other religions and none,2
N00000410,45+,Catholic,23
N00000410,45+,Protestant and Other Christian,147
N00000410,45+,Other religions and none,1
N00000411,0-24,Catholic,120
N00000411,0-24,Protestant and Other Christian,8
N00000411,0-24,Other religions and none,1
N00000411,25-44,Catholic,95
N00000411,25-44,Protestant and Other Christian,5
N00000411,25-44,Other religions and none,0
N00000411,45+,Catholic,115
N00000411,45+,Protestant and Other Christian,11
N00000411,45+,Other religions and none,0
N00000412,0-24,Catholic,79
N00000412,0-24,Protestant and Other Christian,69
N00000412,0-24,Other religions and none,2
N00000412,25-44,Catholic,68
N00000412,25-44,Protestant and Other Christian,45
N00000412,25-44,Other religions and none,3
N00000412,45+,Catholic,94
N00000412,45+,Protestant and Other Christian,77
N00000412,45+,Other religions and none,1
N00000413,0-24,Catholic,141
N00000413,0-24,Protestant and Other Christian,33
N00000413,0-24,Other religions and none,0
N00000413,25-44,Catholic,92
N00000413,25-44,Protestant and Other Christian,19
N00000413,25-44,Other religions and none,0
N00000413,45+,Catholic,134
N00000413,45+,Protestant and Other Christian,21
N00000413,45+,Other religions and none,2
N00000414,0-24,Catholic,60
N00000414,0-24,Protestant and Other Christian,65
N00000414,0-24,Other religions and none,2
N00000414,25-44,Catholic,40
N00000414,25-44,Protestant and Other Christian,59
N00000414,25-44,Other religions and none,4
N00000414,45+,Catholic,45
N00000414,45+,Protestant and Other Christian,101
N00000414,45+,Other religions and none,4
N00000415,0-24,Catholic,14
N00000415,0-24,Protestant and Other Christian,125
N00000415,0-24,Other religions and none,10
N00000415,25-44,Catholic,20
N00000415,25-44,Protestant and Other Christian,103
N00000415,25-44,Other religions and none,6
N00000415,45+,Catholic,24
N00000415,45+,Protestant and Other Christian,136
N00000415,45+,Other religions and none,1
N00000416,0-24,Catholic,53
N00000416,0-24,Protestant and Other Christian,77
N00000416,0-24,Other religions and none,13
N00000416,25-44,Catholic,46
N00000416,25-44,Protestant and Other Christian,70
N00000416,25-44,Other religions and none,3
N00000416,45+,Catholic,48
N00000416,45+,Protestant and Other Christian,106
N00000416,45+,Other religions and none,4
N00000417,0-24,Catholic,11
N00000417,0-24,Protestant and Other Christian,170
N00000417,0-24,Other religions and none,26
N00000417,25-44,Catholic,16
N00000417,25-44,Protestant and Other Christian,173
N00000417,25-44,Other religions and none,6
N00000417,45+,Catholic,12
N00000417,45+,Protestant and Other Christian,111
N00000417,45+,Other religions and none,8
N00000418,0-24,Catholic,26
N00000418,0-24,Protestant and Other Christian,260
N00000418,0-24,Other religions and none,21
N00000418,25-44,Catholic,25
N00000418,25-44,Protestant and Other Christian,220
N00000418,25-44,Other religions and none,10
N00000418,45+,Catholic,29
N00000418,45+,Protestant and Other Christian,256
N00000418,45+,Other religions and none,10
N00000419,0-24,Catholic,31
N00000419,0-24,Protestant and Other Christian,62
N00000419,0-24,Other religions and none,7
N00000419,25-44,Catholic,30
N00000419,25-44,Protestant and Other Christian,51
N00000419,25-44,Other religions and none,7
N00000419,45+,Catholic,35
N00000419,45+,Protestant and Other Christian,126
N00000419,45+,Other religions and none,5
N00000420,0-24,Catholic,11
N00000420,0-24,Protestant and Other Christian,54
N00000420,0-24,Other religions and none,10
N00000420,25-44,Catholic,17
N00000420,25-44,Protestant and Other Christian,49
N00000420,25-44,Other religions and none,2
N00000420,45+,Catholic,18
N00000420,45+,Protestant and Other Christian,171
N00000420,45+,Other religions and none,7
N00000421,0-24,Catholic,3
N00000421,0-24,Protestant and Other Christian,172
N00000421,0-24,Other religions and none,22
N00000421,25-44,Catholic,9
N00000421,25-44,Protestant and Other Christian,152
N00000421,25-44,Other religions and none,5
N00000421,45+,Catholic,8
N00000421,45+,Protestant and Other Christian,149
N00000421,45+,Other religions and none,10
N00000422,0-24,Catholic,13
N00000422,0-24,Protestant and Other Christian,115
N00000422,0-24,Other religions and none,19
N00000422,25-44,Catholic,9
N00000422,25-44,Protestant and Other Christian,82
N00000422,25-44,Other religions and none,5
N00000422,45+,Catholic,10
N00000422,45+,Protestant and Other Christian,165
N00000422,45+,Other religions and none,4
N00000423,0-24,Catholic,48
N00000423,0-24,Protestant and Other Christian,111
N00000423,0-24,Other religions and none,9
N00000423,25-44,Catholic,27
N00000423,25-44,Protestant and Other Christian,85
N00000423,25-44,Other religions and none,6
N00000423,45+,Catholic,35
N00000423,45+,Protestant and Other Christian,132
N00000423,45+,Other religions and none,8
N00000424,0-24,Catholic,178
N00000424,0-24,Protestant and Other Christian,37
N00000424,0-24,Other religions and none,5
N00000424,25-44,Catholic,134
N00000424,25-44,Protestant and Other Christian,31
N00000424,25-44,Other religions and none,5
N00000424,45+,Catholic,137
N00000424,45+,Protestant and Other Christian,32
N00000424,45+,Other religions and none,2
N00000425,0-24,Catholic,50
N00000425,0-24,Protestant and Other Christian,65
N00000425,0-24,Other religions and none,6
N00000425,25-44,Catholic,35
N00000425,25-44,Protestant and Other Christian,57
N00000425,25-44,Other religions and none,3
N00000425,45+,Catholic,59
N00000425,45+,Protestant and Other Christian,86
N00000425,45+,Other religions and none,2
N00000426,0-24,Catholic,15
N00000426,0-24,Protestant and Other Christian,79
N00000426,0-24,Other religions and none,4
N00000426,25-44,Catholic,10
N00000426,25-44,Protestant and Other Christian,62
N00000426,25-44,Other religions and none,1
N00000426,45+,Catholic,17
N00000426,45+,Protestant and Other Christian,116
N00000426,45+,Other religions and none,3
N00000427,0-24,Catholic,63
N00000427,0-24,Protestant and Other Christian,42
N00000427,0-24,Other religions and none,12
N00000427,25-44,Catholic,51
N00000427,25-44,Protestant and Other Christian,32
N00000427,25-44,Other religions and none,6
N00000427,45+,Catholic,74
N00000427,45+,Protestant and Other Christian,51
N00000427,45+,Other religions and none,8
N00000428,0-24,Catholic,30
N00000428,0-24,Protestant and Other Christian,93
N00000428,0-24,Other religions and none,7
N00000428,25-44,Catholic,23
N00000428,25-44,Protestant and Other Christian,101
N00000428,25-44,Other religions and none,1
N00000428,45+,Catholic,41
N00000428,45+,Protestant and Other Christian,100
N00000428,45+,Other religions and none,2
N00000429,0-24,Catholic,43
N00000429,0-24,Protestant and Other Christian,134
N00000429,0-24,Other religions and none,8
N00000429,25-44,Catholic,26
N00000429,25-44,Protestant and Other Christian,81
N00000429,25-44,Other religions and none,2
N00000429,45+,Catholic,39
N00000429,45+,Protestant and Other Christian,140
N00000429,45+,Other religions and none,1
N00000430,0-24,Catholic,4
N00000430,0-24,Protestant and Other Christian,164
N00000430,0-24,Other religions and none,12
N00000430,25-44,Catholic,9
N00000430,25-44,Protestant and Other Christian,118
N00000430,25-44,Other religions and none,1
N00000430,45+,Catholic,13
N00000430,45+,Protestant and Other Christian,173
N00000430,45+,Other religions and none,3
N00000431,0-24,Catholic,34
N00000431,0-24,Protestant and Other Christian,92
N00000431,0-24,Other religions and none,9
N00000431,25-44,Catholic,26
N00000431,25-44,Protestant and Other Christian,70
N00000431,25-44,Other religions and none,1
N00000431,45+,Catholic,25
N00000431,45+,Protestant and Other Christian,103
N00000431,45+,Other religions and none,1
N00000432,0-24,Catholic,4
N00000432,0-24,Protestant and Other Christian,82
N00000432,0-24,Other religions and none,6
N00000432,25-44,Catholic,2
N00000432,25-44,Protestant and Other Christian,64
N00000432,25-44,Other religions and none,2
N00000432,45+,Catholic,9
N00000432,45+,Protestant and Other Christian,114
N00000432,45+,Other religions and none,2
N00000433,0-24,Catholic,15
N00000433,0-24,Protestant and Other Christian,53
N00000433,0-24,Other religions and none,4
N00000433,25-44,Catholic,28
N00000433,25-44,Protestant and Other Christian,42
N00000433,25-44,Other religions and none,2
N00000433,45+,Catholic,38
N00000433,45+,Protestant and Other Christian,98
N00000433,45+,Other religions and none,0
N00000434,0-24,Catholic,15
N00000434,0-24,Protestant and Other Christian,130
N00000434,0-24,Other religions and none,15
N00000434,25-44,Catholic,20
N00000434,25-44,Protestant and Other Christian,105
N00000434,25-44,Other religions and none,10
N00000434,45+,Catholic,10
N00000434,45+,Protestant and Other Christian,137
N00000434,45+,Other religions and none,3
N00000435,0-24,Catholic,51
N00000435,0-24,Protestant and Other Christian,100
N00000435,0-24,Other religions and none,14
N00000435,25-44,Catholic,33
N00000435,25-44,Protestant and Other Christian,82
N00000435,25-44,Other religions and none,7
N00000435,45+,Catholic,39
N00000435,45+,Protestant and Other Christian,99
N00000435,45+,Other religions and none,5
N00000436,0-24,Catholic,21
N00000436,0-24,Protestant and Other Christian,153
N00000436,0-24,Other religions and none,25
N00000436,25-44,Catholic,15
N00000436,25-44,Protestant and Other Christian,115
N00000436,25-44,Other religions and none,6
N00000436,45+,Catholic,14
N00000436,45+,Protestant and Other Christian,166
N00000436,45+,Other religions and none,7
N00000437,0-24,Catholic,205
N00000437,0-24,Protestant and Other Christian,65
N00000437,0-24,Other religions and none,7
N00000437,25-44,Catholic,141
N00000437,25-44,Protestant and Other Christian,34
N00000437,25-44,Other religions and none,4
N00000437,45+,Catholic,155
N00000437,45+,Protestant and Other Christian,51
N00000437,45+,Other religions and none,2
N00000438,0-24,Catholic,99
N00000438,0-24,Protestant and Other Christian,56
N00000438,0-24,Other religions and none,3
N00000438,25-44,Catholic,75
N00000438,25-44,Protestant and Other Christian,42
N00000438,25-44,Other religions and none,3
N00000438,45+,Catholic,117
N00000438,45+,Protestant and Other Christian,77
N00000438,45+,Other religions and none,3
N00000439,0-24,Catholic,70
N00000439,0-24,Protestant and Other Christian,83
N00000439,0-24,Other religions and none,1
N00000439,25-44,Catholic,47
N00000439,25-44,Protestant and Other Christian,53
N00000439,25-44,Other religions and none,3
N00000439,45+,Catholic,69
N00000439,45+,Protestant and Other Christian,90
N00000439,45+,Other religions and none,3
N00000440,0-24,Catholic,140
N00000440,0-24,Protestant and Other Christian,26
N00000440,0-24,Other religions and none,1
N00000440,25-44,Catholic,94
N00000440,25-44,Protestant and Other Christian,20
N00000440,25-44,Other religions and none,1
N00000440,45+,Catholic,92
N00000440,45+,Protestant and Other Christian,43
N00000440,45+,Other religions and none,0
N00000441,0-24,Catholic,72
N00000441,0-24,Protestant and Other Christian,16
N00000441,0-24,Other religions and none,8
N00000441,25-44,Catholic,71
N00000441,25-44,Protestant and Other Christian,9
N00000441,25-44,Other religions and none,4
N00000441,45+,Catholic,101
N00000441,45+,Protestant and Other Christian,26
N00000441,45+,Other religions and none,4
N00000442,0-24,Catholic,129
N00000442,0-24,Protestant and Other Christian,23
N00000442,0-24,Other religions and none,5
N00000442,25-44,Catholic,128
N00000442,25-44,Protestant and Other Christian,32
N00000442,25-44,Other religions and none,9
N00000442,45+,Catholic,55
N00000442,45+,Protestant and Other Christian,62
N00000442,45+,Other religions and none,1
N00000443,0-24,Catholic,90
N00000443,0-24,Protestant and Other Christian,72
N00000443,0-24,Other religions and none,12
N00000443,25-44,Catholic,57
N00000443,25-44,Protestant and Other Christian,63
N00000443,25-44,Other religions and none,8
N00000443,45+,Catholic,68
N00000443,45+,Protestant and Other Christian,111
N00000443,45+,Other religions and none,7
N00000444,0-24,Catholic,69
N00000444,0-24,Protestant and Other Christian,71
N00000444,0-24,Other religions and none,21
N00000444,25-44,Catholic,83
N00000444,25-44,Protestant and Other Christian,76
N00000444,25-44,Other religions and none,16
N00000444,45+,Catholic,107
N00000444,45+,Protestant and Other Christian,117
N00000444,45+,Other religions and none,6
N00000445,0-24,Catholic,78
N00000445,0-24,Protestant and Other Christian,47
N00000445,0-24,Other religions and none,7
N00000445,25-44,Catholic,53
N00000445,25-44,Protestant and Other Christian,30
N00000445,25-44,Other religions and none,3
N00000445,45+,Catholic,89
N00000445,45+,Protestant and Other Christian,89
N00000445,45+,Other religions and none,1
N00000446,0-24,Catholic,62
N00000446,0-24,Protestant and Other Christian,38
N00000446,0-24,Other religions and none,2
N00000446,25-44,Catholic,51
N00000446,25-44,Protestant and Other Christian,26
N00000446,25-44,Other religions and none,2
N00000446,45+,Catholic,88
N00000446,45+,Protestant and Other Christian,64
N00000446,45+,Other religions and none,3
N00000447,0-24,Catholic,34
N00000447,0-24,Protestant and Other Christian,35
N00000447,0-24,Other religions and none,2
N00000447,25-44,Catholic,35
N00000447,25-44,Protestant and Other Christian,18
N00000447,25-44,Other religions and none,3
N00000447,45+,Catholic,57
N00000447,45+,Protestant and Other Christian,123
N00000447,45+,Other religions and none,2
N00000448,0-24,Catholic,46
N00000448,0-24,Protestant and Other Christian,9
N00000448,0-24,Other religions and none,2
N00000448,25-44,Catholic,51
N00000448,25-44,Protestant and Other Christian,13
